PC1,PC2,PC3,SHUTTLECOCK POSITIION IN AIR(X ) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres
0.9791791127417321,-0.9895124089210413,0.17263345084163564,8.187377501,5.390871441,5.85054445
-0.5154798679335705,-0.6415755155882568,-1.289873381503906,6.483943025,2.349095426,5.805287558
0.1486403179906861,0.9134231525488048,0.9785348969843242,8.223215586,5.848594881,4.656343339
-1.4028298581568555,-0.9665861749875649,0.33264365276773866,8.756691405,5.363959312,3.191397394
1.5083966238388045,0.8626768379477199,1.06365153515706,4.951257992,3.094297141,3.333801371
0.44881624863114084,-0.8660509306416662,-0.3463205864422662,6.845149816,3.512792992,6.114144257
-0.284147581449915,-0.9612136358252975,0.18187209217506417,8.937069288,5.407969584,1.317254219
1.8556420072939759,1.047629709152715,0.15803773851507338,9.232343196,5.879238966,2.71065072
-0.8541288617447386,1.4126416048285728,-1.2480528127439579,7.945580365,2.0,4.706295239
-0.5361087062621342,0.807036676612503,1.5539052153547368,4.075916338,4.049300646,2.662370669
-0.7674409927457898,1.1266747968495436,0.08215974167576626,6.119801367,3.567999064,4.071733866
-1.8861232694527301,1.1213022576872762,0.23293130226844108,8.331251307,4.378935388,4.610630503
0.19685512381892165,0.9021993817961343,1.0257125367374063,7.365497041,5.356546398,4.627047125
-1.884977916439211,-0.8543484674608602,-0.1391327447630811,8.639887152,4.487671791,4.057487964
-1.393088115499333,-0.7030669085138767,-0.9032136221458216,8.813327003,3.252255779,2.691024865
-0.9011983145594551,-0.5517853495668931,-1.6672944995285621,4.247173217,2.0,3.013169728
-1.8861232694527301,1.1213022576872762,0.23293130226844108,8.405408616,4.385423312,4.570031278
0.7478468262580766,-0.6698742886840007,-1.2991120228373345,7.21488905,2.234080283,6.346181533
-0.5831781590768508,-1.1573902777829628,1.1346635285701325,5.484352701,4.963949915,4.727490413
0.8718624054142198,0.7450665912587477,1.6861994932805542,6.964369544,6.410117071,4.482610357
-1.4424482743410878,1.2838075873869303,-0.5783272148673816,5.090367124,3.019032429,3.43046018
-0.4190502562770994,-0.6640230570935978,-1.195518101997742,8.425959479,2.780416072,5.145285946
1.315537400525862,0.9075719209584018,0.8749409761447318,9.415569639,7.415569639,1.101251919
-1.53773253298404,-0.6693955962558653,-1.0447465414050676,8.188150624,3.0,5.851035835
2.097861389448673,-0.9841398697587738,0.021861890248961468,4.816435977,1.939202154,3.86709839
0.4476708956176218,1.1095997945064702,0.025743460589255855,7.366319005,3.715225204,4.626080965
0.30302647813291506,1.1432711067644816,-0.11578945866999012,8.106562021,3.82835921,4.687615272
0.12105435049101433,-0.5239652688992845,-1.9124213396274004,6.218830458,1.311836285,5.544854553
2.0496465836204374,-0.9729160990061033,-0.02531574950412051,8.28632923,5.760450885,5.60789669
1.374639302025139,-0.8157833084687167,-0.6858027060472686,7.676845015,3.480063278,6.407914902
-0.02359006699369233,-0.4902939566412732,-2.0539542588866464,6.063537468,1.180536135,5.384186482
1.6627827839810334,1.092524792163397,-0.030672820497254703,4.375833689,1.304344121,2.904898075
-0.9218271528880188,0.8968268426338668,1.1764840973300807,9.153615142,6.403170208,3.115627111
-1.0653262173592064,-1.0451525702562583,0.6628871310393127,4.248091961,4.10530879,3.015113773
-0.563694673761806,-0.6303517448355863,-1.337051021256988,8.424710066,2.543286083,5.14643333
0.5355041176300898,-1.1520177386206956,0.9838919679774581,7.957825145,6.690731656,6.221771105
0.30302647813291506,1.1432711067644816,-0.11578945866999012,6.529701383,3.126295621,4.288666746
0.14978567100420512,-1.0622275725993318,0.6064708499528021,5.941870325,4.35971224,5.25384054
-0.9011983145594551,-0.5517853495668931,-1.6672944995285621,8.0875241,2.0,6.045321517
0.04246896367669263,0.6723514275804574,2.1200368923917208,4.227982013,4.227982013,2.788204072
-0.284147581449915,-0.9612136358252975,0.18187209217506417,7.248538042,4.584417868,6.359438019
-0.284147581449915,-0.9612136358252975,0.18187209217506417,9.015103513,5.446029418,0.152160641
-0.14924490662273057,-1.2584042145569971,1.5592622863478707,7.874700942,7.488796399,6.301357725
1.277064337355149,1.1823149581847607,-0.4080939385219106,8.839986402,3.908157225,4.060431724
-0.8736123470597832,0.8856030718811962,1.2236617370831628,5.361163524,4.663883809,3.610688775
0.4872893118018542,-1.140793967868025,0.9367143282243762,6.295730237,5.06708479,5.623772792
-0.7192261869175542,1.1154510260968733,0.12933738142884824,8.894571016,4.403495654,3.94795364
1.0853504670557257,-0.7484406839526939,-0.9688685445657605,5.177204447,1.625930708,4.35095734
-1.8367631106109754,-0.8655722382135307,-0.09195510500999914,8.951746854,4.607998063,1.096449672
1.0273939185699676,-1.0007361796737118,0.21981109059471776,7.819920937,5.205294249,6.344393493
-0.8253975412315476,0.8743793011285258,1.270839376836245,8.841098262,6.466662768,4.060109558
0.940706049571019,-0.7147693716946825,-1.1104014638250066,6.139217488,1.997533497,5.466279718
0.6319337292865609,-1.1744652801260365,1.078247247483622,6.668851864,5.668851864,5.970188466
-0.19860506546448514,0.7284702813438096,1.8841486936263108,8.75471589,7.989680349,4.206451888
1.2191077888693909,0.9300194624637427,0.7805856966385678,8.694971425,6.378131683,4.293463655
0.014882996177020682,-0.7650369938676319,-0.7709193442200042,4.863352254,2.297276021,3.931159772
-1.6921186931262688,-0.8992435504715421,0.04957781424924681,7.115110682,4.549278061,6.294647462
1.5095419768523235,-1.1129738872004165,0.6915874881255377,5.527542301,3.820454024,4.78056424
-1.2581854406721487,-1.0002574872455763,0.4741765720269847,6.521976947,4.868386303,5.84161833
-1.1049446335434387,1.2052411921182369,-0.2480837365958076,6.964775858,3.416672074,4.484356714
-0.09128835813697272,-1.0061087188359794,0.37058265118739214,7.618922181,5.089385695,6.42255273
0.5538422499316153,1.3506715194748178,-1.1157585348181405,9.363283667,2.537896844,1.708875959
1.132419919870442,1.215986270442772,-0.5496268577811566,7.599646604,2.91396605,4.679030285
1.2684679477111456,-1.056855033437064,0.45569928936012766,7.437110577,5.437110577,6.417649937
-1.1146863762009611,0.9417219256445486,0.9877735383177528,4.594867413,4.228348206,3.07306872
1.1226781772129197,0.9524670039690836,0.6862304171324038,8.297532974,5.73578842,4.629516783
0.3609830266186731,1.3955666024854996,-1.3044690938304684,4.228921917,1.048658856,2.786598678
0.6502718615880865,1.3282239779694767,-1.0214032553119765,8.728303184,2.536318834,4.250175349
1.0262485655564486,0.9749145454744246,0.5918751376262398,5.09068158,2.883216529,3.430080809
-1.1037992805299197,-0.7704095330298995,-0.6201477836273297,8.114040495,3.651600001,5.998661054
-0.7662956397322708,-0.8489759282985928,-0.28990430535575584,6.101653665,3.602639491,5.425929219
0.4103431854604277,-0.5913078934153073,-1.6293555011089085,5.135374341,1.283080617,4.292833364
-1.78854830478274,-0.8767960089662011,-0.04477746525691715,8.639840501,4.652087057,4.059437064
-2.126051945580389,-0.7982296136975079,-0.3750209435284912,8.285513778,4.074803921,5.610794564
0.49588570144585736,1.0983760237537996,0.07292110034233786,4.375453078,2.199631943,2.906199657
-0.9120854102304965,1.160346109107555,-0.05937317758347969,9.266074485,4.119338686,2.485653563
1.5663531723245623,1.1149723336687378,-0.12502810000341866,7.906277043,3.943590886,4.706924038
-0.14924490662273057,-1.2584042145569971,1.5592622863478707,7.763554116,7.388719347,6.374851286
0.4476708956176218,1.1095997945064702,0.025743460589255855,9.06448251,4.580482727,3.462744477
0.7851745364152708,1.031033399237777,0.3559869388608298,4.594765072,2.401174107,3.073036896
-1.4510446639850911,-0.9553624042348944,0.2854660130146567,4.441493181,4.118297741,3.31694516
-0.16937983749191818,1.5190280807648748,-1.8234231311143705,9.018449408,1.08759736,3.61543326
0.698486667416322,1.3170002072168063,-0.9742256155588945,7.735338702,2.28618026,4.699551416
-1.53773253298404,-0.6693955962558653,-1.0447465414050676,4.049450783,3.0,2.685000776
1.710997589809269,1.0813010214107264,0.016504819255827433,7.120785955,3.618650344,4.545904374
1.5663531723245623,1.1149723336687378,-0.12502810000341866,8.144592629,4.123174561,4.67852159
-2.0296223339239177,-0.8206771552028488,-0.28066566402232707,4.488324906,4.025592024,3.390743578
-0.7662956397322708,-0.8489759282985928,-0.28990430535575584,5.982761309,3.568547657,5.297169862
-0.3237659976341473,1.2891801265491978,-0.729098775460056,5.940058324,2.377109137,3.969049845
1.5192837195098459,-0.8494546207267282,-0.5442697867880226,6.255903887,2.699945511,5.584825418
0.6514172146016055,-0.6474267471786597,-1.3934673023434985,5.943609472,1.669238411,5.251924202
1.9050021661357304,-0.9392447867480919,-0.1668486687633666,8.776117644,5.776117644,3.028535181
1.7603577486510238,-0.9055734744900805,-0.30838158802261256,4.393027549,1.353883595,3.24365939
-0.07180487282192789,-0.4790701858886027,-2.101131898639728,7.465666322,1.242342997,6.421917275
0.18711338116139944,0.638680115322446,2.261569811650967,6.585048551,6.870987272,4.314805699
-0.7278225765615575,-1.1237189655249515,0.9931306093108866,5.695936943,4.979149651,4.978361649
-0.044218905322256204,0.9583182355594867,0.7898243379719961,6.912767262,4.681686963,4.463632444
0.5452458602876119,-0.8884984721470071,-0.25196530693610225,5.267388234,2.731726938,4.46179943
0.882749501085261,-0.9670648674157004,0.07827817133547169,6.982898755,4.247775438,6.213470056
2.097861389448673,-0.9841398697587738,0.021861890248961468,7.899369528,5.485711513,6.278022522
