HUMAN PLAYER POSITION (X) metres,HUMAN PLAYER POSITION (Y) metres,INITITAL VELOCITY OF SHUTTELCOCK(m/s),INITIAL SHUTTELCOCK FIRING ANGLE (DEGREE),SHUTTELCOCK SLANT ANGLE TO SIDELINE(DEGREE),SHUTTLECOCK POSITIION IN AIR(X ) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres,SHOT_ID
4,1,70,70,25,8.018062354,2.873653247,7.015268639,551
4,1,70,70,25,8.140325201,2.930665348,6.861870229,551
4,1,70,70,25,8.259854819,2.986402925,6.677090149,551
4,1,70,70,25,8.37295896,3.039144252,6.458069553,551
4,1,70,70,25,8.48000061,3.089058593,6.208188791,551
4,1,70,70,25,8.581383765,3.136334335,5.926196172,551
4,1,70,70,25,8.681011345,3.182791438,5.614159652,551
4,1,70,70,25,8.774686667,3.226472958,5.26915828,551
4,1,70,70,25,8.860107592,3.26630539,4.897491655,551
4,1,70,70,25,8.94347909,3.305182157,4.494995426,551
4,1,70,70,25,9.018377367,3.340107798,4.063488452,551
4,1,70,70,25,9.090128951,3.373566111,3.602083206,551
4,1,70,70,25,9.156642524,3.404581899,3.109990298,551
4,1,70,70,25,9.22022729,3.434231963,2.590084807,551
4,1,70,70,25,9.275263149,3.459895605,2.04104221,551
4,1,70,70,25,9.326017431,3.483562715,1.465526292,551
4,1,70,70,25,9.370941663,3.504511229,0.862023157,551
4,1,70,70,25,9.413332458,3.524278381,0.228484593,551
4,1,70,70,26,4.23869188,1.116417809,2.236989787,553
4,1,70,70,26,4.468598785,1.228550899,2.835440256,553
4,1,70,70,26,4.694255715,1.338611137,3.396691913,553
4,1,70,70,26,4.916580308,1.447046086,3.915689442,553
4,1,70,70,26,5.134636256,1.553399078,4.396721783,553
4,1,70,70,26,5.343725036,1.65537849,4.841649451,553
4,1,70,70,26,5.548597655,1.755301543,5.245249052,553
4,1,70,70,26,5.750258301,1.853658012,5.612886491,553
4,1,70,70,26,5.945602304,1.948933648,5.943961735,553
4,1,70,70,26,6.136400244,2.041992021,6.239752089,553
4,1,70,70,26,6.322347817,2.132684712,6.495837179,553
4,1,70,70,26,6.500490954,2.219570926,6.715884773,553
4,1,70,70,26,6.675283039,2.304822722,6.901016559,553
4,1,70,70,26,6.847191675,2.388668166,7.051650984,553
4,1,70,70,26,7.009110413,2.467641211,7.167984264,553
4,1,70,70,26,7.169874782,2.546051233,7.249828951,553
4,1,70,70,26,7.326008174,2.622202576,7.296583324,553
4,1,70,70,26,7.472966322,2.693878854,7.306645885,553
4,1,70,70,26,7.616159417,2.763718793,7.282464819,553
4,1,70,70,26,7.756071771,2.831958608,7.22692237,553
4,1,70,70,26,7.890511662,2.897529324,7.140012829,553
4,1,70,70,26,8.017434725,2.959433838,7.016577108,553
4,1,70,70,26,8.142526621,3.020445232,6.862830089,553
4,1,70,70,26,8.259768701,3.077628015,6.675378707,553
4,1,70,70,26,8.372441676,3.132582297,6.458525071,553
4,1,70,70,26,8.480725835,3.18539601,6.206126811,553
4,1,70,70,26,8.584508837,3.236014363,5.92620325,553
4,1,70,70,26,8.680168588,3.282670741,5.614182292,553
4,1,70,70,26,8.773824392,3.328349728,5.270969469,553
4,1,70,70,26,8.860546927,3.370647134,4.897805162,553
4,1,70,70,26,8.942126764,3.410436279,4.49612243,553
4,1,70,70,26,9.018470634,3.447671673,4.062626015,553
4,1,70,70,26,9.091560938,3.483320196,3.601265106,553
4,1,70,70,26,9.157572963,3.515516412,3.110210544,553
4,1,70,70,26,9.217698188,3.544841444,2.590942588,553
4,1,70,70,26,9.276187753,3.573368711,2.042134582,553
4,1,70,70,26,9.327240691,3.598268892,1.466471468,553
4,1,70,70,26,9.373295541,3.620731343,0.861982071,553
4,1,70,70,26,9.412909019,3.640052128,0.230112162,553
4,1,70,70,27,4.237131215,1.120824389,2.237159846,555
4,1,70,70,27,4.468804949,1.238868052,2.835782346,555
4,1,70,70,27,4.694167485,1.353696,3.394187275,555
4,1,70,70,27,4.917800911,1.467642922,3.916278139,555
4,1,70,70,27,5.13092469,1.576234911,4.394945234,555
4,1,70,70,27,5.343745825,1.684672695,4.841117401,555
4,1,70,70,27,5.548176635,1.788835396,5.246647014,555
4,1,70,70,27,5.749035453,1.891178075,5.613345092,555
4,1,70,70,27,5.948409972,1.992764467,5.944302618,555
4,1,70,70,27,6.135958727,2.088325331,6.239291937,555
4,1,70,70,27,6.322977035,2.183615918,6.496837428,555
4,1,70,70,27,6.50207133,2.274869019,6.719881423,555
4,1,70,70,27,6.67449261,2.362722049,6.903385241,555
4,1,70,70,27,6.846077372,2.450148852,7.053530239,555
4,1,70,70,27,7.010802171,2.53408033,7.167586619,555
4,1,70,70,27,7.169037739,2.614705379,7.247806152,555
4,1,70,70,27,7.323919919,2.693621791,7.294441848,555
4,1,70,70,27,7.472359521,2.769255546,7.305001994,555
4,1,70,70,27,7.616182395,2.84253696,7.283612676,555
4,1,70,70,27,7.755945826,2.913749985,7.226753155,555
4,1,70,70,27,7.891027003,2.982577283,7.137435948,555
4,1,70,70,27,8.019657328,3.048117707,7.014934822,555
4,1,70,70,27,8.142443193,3.11068023,6.863290663,555
4,1,70,70,27,8.260266801,3.170714357,6.676230012,555
4,1,70,70,27,8.371180055,3.227227482,6.456835933,555
4,1,70,70,27,8.480860087,3.28311225,6.205824222,555
4,1,70,70,27,8.582495741,3.334898202,5.927601824,555
4,1,70,70,27,8.68071579,3.384943817,5.611259323,555
4,1,70,70,27,8.773093617,3.432012671,5.270586554,555
4,1,70,70,27,8.860998003,3.476802193,4.898183885,555
4,1,70,70,27,8.942417082,3.518287285,4.492999154,555
4,1,70,70,27,9.019037661,3.55732742,4.062293905,555
4,1,70,70,27,9.090580872,3.593780507,3.60021517,555
4,1,70,70,27,9.1587713,3.628525265,3.110404687,555
4,1,70,70,27,9.220271347,3.659861105,2.588782022,555
4,1,70,70,27,9.27676794,3.688647556,2.040530769,555
4,1,70,70,27,9.326341696,3.713906647,1.464279429,555
4,1,70,70,27,9.373097599,3.737729969,0.859908281,555
4,1,70,70,27,9.413431524,3.758281131,0.231102709,555
4,1,70,70,28,4.237033431,1.126032911,2.23748783,557
4,1,70,70,28,4.468110978,1.248899022,2.835473936,557
4,1,70,70,28,4.694877736,1.369473046,3.394573035,557
4,1,70,70,28,4.916046685,1.487070662,3.915219458,557
4,1,70,70,28,5.130781345,1.601247106,4.39757208,557
4,1,70,70,28,5.343747111,1.714483013,4.840788157,557
4,1,70,70,28,5.551166559,1.82476989,5.248149747,557
4,1,70,70,28,5.750100281,1.930544826,5.614179556,557
4,1,70,70,28,5.944875282,2.034108531,5.945039723,557
4,1,70,70,28,6.137389169,2.13646998,6.23948706,557
4,1,70,70,28,6.322348734,2.234814726,6.497973396,557
4,1,70,70,28,6.500554769,2.329568555,6.718070124,557
4,1,70,70,28,6.675595851,2.422639549,6.903310943,557
4,1,70,70,28,6.845592794,2.513028527,7.052330954,557
4,1,70,70,28,7.010585206,2.600756549,7.168745148,557
4,1,70,70,28,7.169518413,2.685262834,7.246900122,557
4,1,70,70,28,7.326203794,2.768573929,7.294711132,557
4,1,70,70,28,7.474996094,2.847688198,7.304974133,557
4,1,70,70,28,7.617778733,2.923607074,7.281800513,557
4,1,70,70,28,7.75678328,2.997517102,7.228337949,557
4,1,70,70,28,7.890659007,3.068700089,7.138133209,557
4,1,70,70,28,8.017060154,3.135908771,7.016583126,557
4,1,70,70,28,8.141128296,3.201876973,6.862239923,557
4,1,70,70,28,8.260134725,3.265153814,6.674707887,557
4,1,70,70,28,8.373514261,3.325438782,6.456894175,557
4,1,70,70,28,8.479869303,3.381988761,6.207667351,557
4,1,70,70,28,8.584338967,3.437536267,5.925868217,557
4,1,70,70,28,8.680019184,3.48841034,5.613712559,557
4,1,70,70,28,8.772648087,3.537662002,5.271042268,557
4,1,70,70,28,8.859751937,3.583975941,4.896338384,557
4,1,70,70,28,8.941043196,3.627199269,4.497068634,557
4,1,70,70,28,9.018631964,3.668453949,4.061768036,557
4,1,70,70,28,9.092366566,3.707659332,3.600234878,557
4,1,70,70,28,9.1559771,3.741481653,3.109278173,557
4,1,70,70,28,9.220400729,3.775736305,2.589530929,557
4,1,70,70,28,9.273299628,3.803863148,2.040101703,557
4,1,70,70,28,9.326246692,3.832015601,1.467583685,557
4,1,70,70,28,9.374470562,3.857656688,0.861252452,557
4,1,70,70,28,9.412965276,3.87812469,0.23069813,557
4,1,70,70,29,4.236480094,1.131083057,2.236585935,559
4,1,70,70,29,4.468656973,1.259780802,2.835056634,559
4,1,70,70,29,4.695386334,1.385458939,3.395264492,559
4,1,70,70,29,4.917364109,1.508503229,3.915641041,559
4,1,70,70,29,5.131594459,1.627253051,4.397298095,559
4,1,70,70,29,5.344469902,1.745251836,4.839360647,559
4,1,70,70,29,5.548109977,1.858131373,5.246140136,559
4,1,70,70,29,5.748317116,1.969108002,5.61322468,559
4,1,70,70,29,5.946654685,2.079048312,5.945213424,559
4,1,70,70,29,6.13671948,2.184402948,6.239096042,559
4,1,70,70,29,6.321069675,2.28658993,6.496449767,559
4,1,70,70,29,6.500881478,2.38626124,6.717588992,559
4,1,70,70,29,6.675692158,2.483160382,6.903900566,559
4,1,70,70,29,6.845988092,2.57755696,7.052670283,559
4,1,70,70,29,7.010961927,2.66900345,7.170129321,559
4,1,70,70,29,7.169495219,2.756879889,7.250207299,559
4,1,70,70,29,7.326586968,2.843957267,7.294178416,559
4,1,70,70,29,7.473087203,2.925163673,7.305883436,559
4,1,70,70,29,7.617368115,3.005139888,7.283034308,559
4,1,70,70,29,7.755797273,3.081872424,7.228149742,559
4,1,70,70,29,7.889891541,3.15620209,7.137981105,559
4,1,70,70,29,8.019910796,3.22827294,7.01621497,559
4,1,70,70,29,8.140216033,3.294959222,6.862198656,559
4,1,70,70,29,8.260499525,3.361633451,6.6759837,559
4,1,70,70,29,8.374050927,3.42457602,6.457018825,559
4,1,70,70,29,8.48181652,3.484311464,6.207142163,559
4,1,70,70,29,8.58278789,3.540280808,5.926405184,559
4,1,70,70,29,8.680682747,3.594544814,5.613118719,559
4,1,70,70,29,8.773110698,3.645778463,5.271517686,559
4,1,70,70,29,8.861122781,3.694564358,4.89834696,559
4,1,70,70,29,8.942554983,3.739702965,4.494513322,559
4,1,70,70,29,9.018582951,3.781845955,4.062325001,559
4,1,70,70,29,9.089947797,3.821404135,3.598854978,559
4,1,70,70,29,9.157576837,3.858891524,3.110077135,559
4,1,70,70,29,9.218094073,3.892436776,2.589680678,559
4,1,70,70,29,9.273380601,3.923082599,2.040805243,559
4,1,70,70,29,9.327080173,3.952848758,1.465523605,559
4,1,70,70,29,9.372939623,3.978269066,0.860286598,559
4,1,70,70,29,9.414159869,4.001117821,0.22971568,559
4,1,70,70,30,4.234662709,1.135482578,2.238616781,561
4,1,70,70,30,4.467376585,1.269839997,2.83599609,561
4,1,70,70,30,4.694999293,1.401258029,3.394754653,561
4,1,70,70,30,4.918108754,1.530070336,3.915682546,561
4,1,70,70,30,5.131086095,1.653032861,4.398439851,561
4,1,70,70,30,5.343660279,1.775762624,4.841347835,561
4,1,70,70,30,5.548531506,1.894045082,5.245491787,561
4,1,70,70,30,5.751860625,2.011437203,5.613893967,561
4,1,70,70,30,5.946302169,2.123698081,5.944773945,561
4,1,70,70,30,6.135907205,2.233166599,6.239651478,561
4,1,70,70,30,6.321847275,2.340519149,6.495323479,561
4,1,70,70,30,6.502415361,2.444770182,6.718974534,561
4,1,70,70,30,6.675480556,2.544689419,6.90222563,561
4,1,70,70,30,6.846139884,2.643219628,7.054769698,561
4,1,70,70,30,7.011307349,2.738579108,7.169009025,561
4,1,70,70,30,7.171516694,2.831076017,7.247555673,561
4,1,70,70,30,7.32541835,2.91993118,7.294162059,561
4,1,70,70,30,7.473742354,3.005566083,7.304469657,561
4,1,70,70,30,7.617180927,3.088380382,7.283416951,561
4,1,70,70,30,7.756778336,3.168976984,7.225912242,561
4,1,70,70,30,7.889528617,3.245620394,7.139194157,561
4,1,70,70,30,8.019772905,3.320816969,7.018023977,561
4,1,70,70,30,8.14184136,3.391293224,6.862940066,561
4,1,70,70,30,8.261025067,3.460103969,6.674107093,561
4,1,70,70,30,8.374155576,3.5254199,6.457480178,561
4,1,70,70,30,8.481047713,3.587134104,6.206362183,561
4,1,70,70,30,8.58452866,3.646878856,5.925893607,561
4,1,70,70,30,8.68126056,3.702727045,5.612595266,561
4,1,70,70,30,8.774674914,3.756659847,5.271685504,561
4,1,70,70,30,8.860262021,3.806073586,4.89848583,561
4,1,70,70,30,8.943360478,3.854050503,4.494083832,561
4,1,70,70,30,9.018579045,3.897477963,4.063466791,561
4,1,70,70,30,9.09083962,3.939197625,3.600013263,561
4,1,70,70,30,9.156878348,3.977325103,3.109912444,561
4,1,70,70,30,9.219431082,4.01343994,2.590361143,561
4,1,70,70,30,9.27560098,4.045869646,2.042920848,561
4,1,70,70,30,9.324741278,4.07424081,1.464342399,561
4,1,70,70,30,9.37307598,4.102146864,0.862111771,561
4,1,70,70,30,9.414850488,4.126265387,0.230852243,561
4,1,70,70,31,4.238213813,1.143133299,2.239082292,563
4,1,70,70,31,4.468406813,1.281447208,2.835687055,563
4,1,70,70,31,4.69599393,1.418195344,3.394220777,563
4,1,70,70,31,4.91725219,1.551140718,3.914414593,563
4,1,70,70,31,5.132678767,1.680582065,4.395096646,563
4,1,70,70,31,5.343774076,1.807420923,4.8390444,563
4,1,70,70,31,5.548845397,1.930640204,5.246328052,563
4,1,70,70,31,5.749759678,2.051361683,5.613051891,563
4,1,70,70,31,5.944210616,2.168199594,5.946117915,563
4,1,70,70,31,6.135270709,2.28300008,6.239145886,563
4,1,70,70,31,6.320010209,2.39400277,6.497090878,563
4,1,70,70,31,6.501820165,2.503245213,6.717578291,563
4,1,70,70,31,6.678103642,2.609167012,6.901933699,563
4,1,70,70,31,6.846481726,2.710338772,7.053427733,563
4,1,70,70,31,7.01059123,2.80894571,7.168641735,563
4,1,70,70,31,7.169405722,2.904371084,7.248916459,563
4,1,70,70,31,7.325655085,2.998255173,7.295495867,563
4,1,70,70,31,7.473710669,3.087215943,7.304339194,563
4,1,70,70,31,7.618261369,3.174070766,7.281559847,563
4,1,70,70,31,7.755684627,3.25664299,7.227869884,563
4,1,70,70,31,7.889633122,3.337127366,7.139267819,563
4,1,70,70,31,8.017644734,3.414044502,7.015948845,563
4,1,70,70,31,8.140770178,3.488025732,6.862045558,563
4,1,70,70,31,8.261055311,3.560300332,6.676440485,563
4,1,70,70,31,8.37193884,3.626925877,6.459638956,563
4,1,70,70,31,8.480476564,3.692141922,6.205452366,563
4,1,70,70,31,8.584163859,3.754443534,5.92661742,563
4,1,70,70,31,8.68103191,3.812647731,5.614352704,563
4,1,70,70,31,8.77405012,3.86853871,5.270424066,563
4,1,70,70,31,8.860551469,3.920513965,4.897367106,563
4,1,70,70,31,8.94279292,3.969929614,4.494936011,563
4,1,70,70,31,9.018634862,4.01550005,4.06209901,563
4,1,70,70,31,9.091353595,4.059193873,3.601487017,563
4,1,70,70,31,9.156395983,4.098275282,3.109102511,563
4,1,70,70,31,9.218396575,4.135528996,2.590635028,563
4,1,70,70,31,9.274915952,4.169489264,2.041910883,563
4,1,70,70,31,9.328244333,4.201532188,1.462807935,563
4,1,70,70,31,9.372800446,4.228304202,0.862841167,563
4,1,70,70,31,9.414121514,4.253132404,0.232404868,563
4,1,70,70,32,4.23613288,1.1475522,2.238764654,565
4,1,70,70,32,4.469641794,1.293464764,2.835365795,565
4,1,70,70,32,4.69288755,1.432964194,3.3953638,565
4,1,70,70,32,4.914876786,1.571678465,3.91493388,565
4,1,70,70,32,5.132707329,1.707794095,4.397436285,565
4,1,70,70,32,5.342451821,1.838856999,4.840566183,565
4,1,70,70,32,5.549611927,1.968305,5.248522996,565
4,1,70,70,32,5.75263322,2.095166785,5.614705208,565
4,1,70,70,32,5.94517559,2.21548061,5.945317322,565
4,1,70,70,32,6.135716029,2.334543491,6.240008054,565
4,1,70,70,32,6.319487869,2.449376882,6.497579541,565
4,1,70,70,32,6.500847365,2.562702872,6.716453785,565
4,1,70,70,32,6.676295338,2.672334933,6.902922448,565
4,1,70,70,32,6.845653309,2.778161539,7.053170297,565
4,1,70,70,32,7.011182387,2.881595586,7.168766482,565
4,1,70,70,32,7.171988048,2.982078116,7.248373427,565
4,1,70,70,32,7.322688768,3.076246377,7.294350491,565
4,1,70,70,32,7.474269759,3.170964693,7.304690272,565
4,1,70,70,32,7.618377764,3.261013369,7.282266845,565
4,1,70,70,32,7.756122324,3.347085723,7.227298606,565
4,1,70,70,32,7.890145628,3.430832777,7.138887886,565
4,1,70,70,32,8.02025335,3.512133105,7.015646871,565
4,1,70,70,32,8.142743118,3.588673207,6.862985846,565
4,1,70,70,32,8.259363634,3.661545793,6.674663954,565
4,1,70,70,32,8.373509593,3.732872105,6.456523673,565
4,1,70,70,32,8.480710859,3.799858891,6.20811516,565
4,1,70,70,32,8.585762691,3.865502561,5.926042055,565
4,1,70,70,32,8.681010598,3.925020059,5.612900994,565
4,1,70,70,32,8.77470976,3.983569793,5.270827542,565
4,1,70,70,32,8.858185447,4.035731192,4.897580453,565
4,1,70,70,32,8.943859626,4.08926636,4.493329622,565
4,1,70,70,32,9.020431431,4.137113735,4.062914016,565
4,1,70,70,32,9.092408777,4.182090172,3.600303208,565
4,1,70,70,32,9.157374939,4.222685536,3.1082782,565
4,1,70,70,32,9.218738139,4.261029519,2.589805401,565
4,1,70,70,32,9.27639103,4.297055044,2.04162638,565
4,1,70,70,32,9.326297458,4.328240041,1.464305453,565
4,1,70,70,32,9.373842611,4.35794955,0.862097259,565
4,1,70,70,32,9.412580807,4.382155861,0.230453681,565
4,1,70,70,33,4.237907188,1.154498734,2.237315162,567
4,1,70,70,33,4.468668422,1.304356832,2.838786193,567
4,1,70,70,33,4.693615261,1.450439017,3.395903248,567
4,1,70,70,33,4.915598259,1.594596462,3.914837531,567
4,1,70,70,33,5.133377079,1.736023681,4.39838657,567
4,1,70,70,33,5.344338509,1.873023636,4.840245863,567
4,1,70,70,33,5.548959885,2.005906311,5.244939369,567
4,1,70,70,33,5.749867657,2.136377343,5.614536427,567
4,1,70,70,33,5.946667253,2.264180495,5.944347989,567
4,1,70,70,33,6.135382551,2.386733643,6.238077268,567
4,1,70,70,33,6.319664308,2.506407615,6.49660698,567
4,1,70,70,33,6.501245558,2.624327858,6.716875843,567
4,1,70,70,33,6.677512354,2.738796853,6.903669899,567
4,1,70,70,33,6.844834161,2.847456905,7.05405077,567
4,1,70,70,33,7.009197981,2.954196019,7.167586113,567
4,1,70,70,33,7.170943377,3.059234706,7.248405067,567
4,1,70,70,33,7.324170298,3.158741433,7.294100247,567
4,1,70,70,33,7.474431124,3.256321954,7.305552759,567
4,1,70,70,33,7.616809963,3.348783853,7.283347556,567
4,1,70,70,33,7.754991226,3.438519815,7.228196125,567
4,1,70,70,33,7.890166905,3.526303927,7.138705892,567
4,1,70,70,33,8.016926578,3.608622621,7.017757383,567
4,1,70,70,33,8.142039404,3.68987184,6.861795446,567
4,1,70,70,33,8.25975768,3.766318983,6.675438212,567
4,1,70,70,33,8.373033344,3.839881059,6.457098983,567
4,1,70,70,33,8.479655328,3.909122185,6.205406496,567
4,1,70,70,33,8.583375383,3.976478776,5.926530823,567
4,1,70,70,33,8.679046768,4.0386085,5.613789448,567
4,1,70,70,33,8.772928042,4.099575712,5.268956684,567
4,1,70,70,33,8.859285441,4.155656863,4.898214069,567
4,1,70,70,33,8.942970415,4.210002521,4.49396866,567
4,1,70,70,33,9.020835533,4.260568719,4.060539011,567
4,1,70,70,33,9.091040492,4.306160353,3.600048516,567
4,1,70,70,33,9.160013884,4.350952197,3.109740781,567
4,1,70,70,33,9.22092411,4.390507761,2.588321446,567
4,1,70,70,33,9.275925416,4.426226026,2.040552212,567
4,1,70,70,33,9.326722854,4.459214268,1.465957477,567
4,1,70,70,33,9.372573542,4.488990053,0.861598229,567
4,1,70,70,33,9.413031607,4.515263828,0.231799102,567
4,1,70,70,34,4.235180019,1.158630926,2.238244872,569
4,1,70,70,34,4.469592962,1.316744452,2.835945888,569
4,1,70,70,34,4.69602008,1.469471472,3.394396075,569
4,1,70,70,34,4.915794729,1.617711344,3.914610929,569
4,1,70,70,34,5.131731631,1.763362624,4.397620707,569
4,1,70,70,34,5.344418224,1.906821542,4.840765152,569
4,1,70,70,34,5.548850933,2.044713145,5.247054869,569
4,1,70,70,34,5.749569071,2.180099239,5.61536726,569
4,1,70,70,34,5.944855837,2.311821826,5.944411264,569
4,1,70,70,34,6.135343262,2.440307217,6.239122587,569
4,1,70,70,34,6.321644676,2.565969107,6.497662127,569
4,1,70,70,34,6.503165447,2.688406413,6.719116934,569
4,1,70,70,34,6.677222598,2.805809444,6.902135407,569
4,1,70,70,34,6.846935103,2.920281974,7.0529925,569
4,1,70,70,34,7.011364726,3.031191155,7.170007231,569
4,1,70,70,34,7.170942765,3.138827901,7.248900805,569
4,1,70,70,34,7.325689478,3.243205877,7.2945307,569
4,1,70,70,34,7.474413913,3.343521775,7.306915069,569
4,1,70,70,34,7.615714808,3.438830433,7.28456329,569
4,1,70,70,34,7.756821192,3.53400789,7.226884414,569
4,1,70,70,34,7.889198123,3.623297258,7.13886439,569
4,1,70,70,34,8.017666846,3.709950505,7.017634301,569
4,1,70,70,34,8.142533476,3.794174111,6.862604084,569
4,1,70,70,34,8.259488507,3.873061275,6.674865032,569
4,1,70,70,34,8.372739051,3.949449732,6.45685476,569
4,1,70,70,34,8.480631165,4.022223882,6.207577662,569
4,1,70,70,34,8.583213209,4.091416344,5.925811562,569
4,1,70,70,34,8.681164598,4.15748539,5.613849052,569
4,1,70,70,34,8.774105794,4.220175018,5.270366737,569
4,1,70,70,34,8.861381749,4.279043393,4.897458387,569
4,1,70,70,34,8.941643906,4.333180902,4.494055882,569
4,1,70,70,34,9.017917914,4.38462837,4.060509755,569
4,1,70,70,34,9.092330686,4.434820418,3.600695834,569
4,1,70,70,34,9.15650288,4.47810511,3.108590638,569
4,1,70,70,34,9.218774962,4.520108159,2.589422051,569
4,1,70,70,34,9.274647909,4.557794938,2.040507536,569
4,1,70,70,34,9.327339312,4.593335738,1.466718669,569
4,1,70,70,34,9.372584603,4.623854072,0.861921642,569
4,1,70,70,34,9.413399513,4.651384077,0.229588613,569
4,1,70,70,35,4.236286833,1.165449822,2.23952459,571
4,1,70,70,35,4.469466149,1.328723736,2.837970501,571
4,1,70,70,35,4.695472968,1.486975415,3.395253811,571
4,1,70,70,35,4.914396434,1.640267276,3.915702445,571
4,1,70,70,35,5.133735988,1.793850485,4.396185968,571
4,1,70,70,35,5.344392809,1.941353979,4.840778307,571
4,1,70,70,35,5.548429015,2.084221669,5.246049291,571
4,1,70,70,35,5.749270462,2.224852364,5.614425516,571
4,1,70,70,35,5.946864076,2.363208902,5.943577098,571
4,1,70,70,35,6.136047895,2.495676838,6.238092816,571
4,1,70,70,35,6.322731903,2.626394388,6.496702555,571
4,1,70,70,35,6.502190042,2.75205233,6.717964335,571
4,1,70,70,35,6.676049297,2.87378989,6.901635999,571
4,1,70,70,35,6.845179899,2.992216413,7.054165951,571
4,1,70,70,35,7.010995206,3.108321541,7.167630269,571
4,1,70,70,35,7.16883917,3.218845074,7.248514126,571
4,1,70,70,35,7.325733004,3.32870332,7.29594721,571
4,1,70,70,35,7.471774316,3.430962547,7.306594886,571
4,1,70,70,35,7.617885473,3.533270681,7.283658276,571
4,1,70,70,35,7.756020308,3.629993733,7.227932538,571
4,1,70,70,35,7.891511777,3.724865881,7.139297584,571
4,1,70,70,35,8.019773607,3.814675782,7.016803282,571
4,1,70,70,35,8.140964195,3.899534345,6.861963396,571
4,1,70,70,35,8.258925297,3.982131598,6.675413981,571
4,1,70,70,35,8.374344453,4.062948961,6.457784475,571
4,1,70,70,35,8.480914228,4.137569921,6.206200506,571
4,1,70,70,35,8.582509065,4.208707391,5.926649205,571
4,1,70,70,35,8.679667573,4.276738511,5.61209849,571
4,1,70,70,35,8.773896017,4.342717978,5.270942679,571
4,1,70,70,35,8.860737418,4.403524981,4.896441969,571
4,1,70,70,35,8.942996176,4.461123184,4.493625107,571
4,1,70,70,35,9.021045722,4.515774064,4.062998177,571
4,1,70,70,35,9.088949945,4.563321113,3.600099386,571
4,1,70,70,35,9.157903827,4.611603141,3.110027976,571
4,1,70,70,35,9.2195911,4.654797035,2.589779901,571
4,1,70,70,35,9.273249338,4.692368937,2.040349794,571
4,1,70,70,35,9.327038931,4.730032816,1.464213125,571
4,1,70,70,35,9.372614801,4.761945384,0.859725316,571
4,1,70,70,35,9.412639878,4.789971244,0.230871082,571
4,1,70,70,36,4.236478578,1.171811744,2.238314173,573
4,1,70,70,36,4.466004276,1.338571925,2.835176112,573
4,1,70,70,36,4.695018733,1.504960667,3.394443074,573
4,1,70,70,36,4.917134088,1.666336919,3.916091633,573
4,1,70,70,36,5.130793968,1.821569909,4.397307498,573
4,1,70,70,36,5.343232432,1.975915487,4.839961965,573
4,1,70,70,36,5.548913937,2.125351848,5.247195832,573
4,1,70,70,36,5.750273467,2.271648109,5.61408179,573
4,1,70,70,36,5.945770383,2.413684933,5.945474403,573
4,1,70,70,36,6.137196485,2.552764137,6.239148649,573
4,1,70,70,36,6.321257472,2.686492272,6.496110342,573
4,1,70,70,36,6.502015415,2.817820604,6.717365774,573
4,1,70,70,36,6.675380646,2.943777818,6.901848936,573
4,1,70,70,36,6.848655635,3.069669466,7.054053509,573
4,1,70,70,36,7.010830073,3.187496092,7.166642839,573
4,1,70,70,36,7.171091335,3.303932715,7.248535336,573
4,1,70,70,36,7.323059872,3.41434432,7.296163719,573
4,1,70,70,36,7.474263796,3.524200401,7.3059099,573
4,1,70,70,36,7.617307322,3.628127606,7.283601989,573
4,1,70,70,36,7.754299129,3.72765798,7.225180268,573
4,1,70,70,36,7.890171301,3.826374892,7.138559485,573
4,1,70,70,36,8.015052742,3.917106569,7.016462487,573
4,1,70,70,36,8.141132635,4.008708973,6.861689811,573
4,1,70,70,36,8.261506361,4.096165605,6.6756503,573
4,1,70,70,36,8.372655,4.176919818,6.456493106,573
4,1,70,70,36,8.47950223,4.254548875,6.209613676,573
4,1,70,70,36,8.583604577,4.330183657,5.925552652,573
4,1,70,70,36,8.681250096,4.401127279,5.613659858,573
4,1,70,70,36,8.774271141,4.468711024,5.270896059,573
4,1,70,70,36,8.86064227,4.531463323,4.896532372,573
4,1,70,70,36,8.943040293,4.591328991,4.495283533,573
4,1,70,70,36,9.019188767,4.646654095,4.060516732,573
4,1,70,70,36,9.091904932,4.699485481,3.600232245,573
4,1,70,70,36,9.15680857,4.746640735,3.108970827,573
4,1,70,70,36,9.218888305,4.791744303,2.588211277,573
4,1,70,70,36,9.275753796,4.8330595,2.042672404,573
4,1,70,70,36,9.325791766,4.869414213,1.465479814,573
4,1,70,70,36,9.372246409,4.903165487,0.86266949,573
4,1,70,70,36,9.413212586,4.932929157,0.229713506,573
4,1,70,70,37,4.237445874,1.1789283,2.238917704,575
4,1,70,70,37,4.468623114,1.353132846,2.836694422,575
4,1,70,70,37,4.693984785,1.522955045,3.395075639,575
4,1,70,70,37,4.914502316,1.689126924,3.91483961,575
4,1,70,70,37,5.131858864,1.852916831,4.397464234,575
4,1,70,70,37,5.343853973,2.012666604,4.840801721,575
4,1,70,70,37,5.548354678,2.166768938,5.244968939,575
4,1,70,70,37,5.750112478,2.318804346,5.613415844,575
4,1,70,70,37,5.944956051,2.46562951,5.944147798,575
4,1,70,70,37,6.135626841,2.609310255,6.239713146,575
4,1,70,70,37,6.321132468,2.749098772,6.495156398,575
4,1,70,70,37,6.50110561,2.884718262,6.717776088,575
