SHOT_ID,PC1,PC2,PC3,SHUTTLECOCK POSITIION IN AIR(X ) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres,OUT_OF_COURT_SHOTS
150,0.16018271332431908,-0.6096347361618238,0.4592193613052723,8.261420099,3.062491363,4.672900021,1
245,-1.8194706483928225,-0.5463398949598032,-0.19594000989844063,8.680798549,4.409516809,2.792401427,1
193,-1.1475402285080256,-0.41208904072910096,0.4349250898034613,6.522143703,3.220658982,4.840361631,1
68,-0.8366758125082197,1.5536237975254357,-0.31448692474817475,7.819632756,3.334174565,3.706112015,1
161,0.9372624623713223,-1.0151638524171211,-0.28214498427261636,6.631932617,3.227290335,4.939296815,1
87,-1.6498934594924715,1.4931055098866057,-0.8105585070722787,4.952616074,4.049924493,2.332586294,1
93,-1.2260317781941061,1.271907810110989,-1.2149390592056726,6.965838619,4.46974269,3.483866631,1
96,-0.08625384293734267,0.0038778009160477856,1.9662423239628608,7.183178049,1.05556258,5.332029927,1
103,0.4082514519107503,-0.25418618215550504,1.4944650131405681,8.576613157,1.643201033,3.430281927,1
138,-0.6875406492724117,-0.16723933661059046,1.2679804655720601,6.556507886,2.089275223,4.873336246,1
219,-2.1726887161414603,-0.3620084784801226,0.1410437835460542,5.045753753,4.0,3.174270887,1
17,1.2842647763083768,1.4165963897315426,0.20587892907774025,9.232187252,2.500305552,1.708315398,1
248,-1.6075398077436398,-0.6569387448476115,-0.39813028596513755,7.500018068,4.491895461,5.425579694,1
184,-0.2998168659112949,-0.8544844402803343,-0.37383601446332637,6.914053459,3.89091555,5.167176095,1
132,2.4569162448528497,-1.3233083977376523,-0.4600409888375023,8.934900892,4.718714554,0.317622102,1
102,0.3376078383610228,-0.21731989885956896,1.561861771829467,8.775930989,1.586410589,2.029721361,1
17,1.2842647763083768,1.4165963897315426,0.20587892907774025,4.952758547,1.273199117,2.332896061,1
91,-1.3673190052935613,1.3456403767028613,-1.0801455418278747,4.738741732,4.090706079,2.180245149,1
119,1.5385492687063913,-0.8440467148904829,0.4161168741181845,7.14835923,2.401739841,5.313005771,1
103,0.4082514519107503,-0.25418618215550504,1.4944650131405681,7.790084221,1.5326616,5.359784893,1
17,1.2842647763083768,1.4165963897315426,0.20587892907774025,5.090951298,1.312825251,2.428865298,1
114,1.1853312009577535,-0.6597152984108023,0.7531006675626793,7.278203065,2.128775837,5.373236358,1
207,-0.15852963881183976,-0.9282170068722065,-0.5086295318411244,5.6535791,3.569372945,3.928250517,1
179,-0.6530349336599327,-0.6701530238006538,-0.036852221018831545,8.935602761,4.049094753,0.318143413,1
3,0.2952541866121909,1.9327243558746483,1.149433550722326,6.471847238,1.086318808,3.260241865,1
167,-1.5007582962566635,-0.22775762424942042,0.7719088832479561,8.577512636,3.0,3.428685095,1
144,-0.26367896797404633,-0.38843703638620714,0.8635999134386662,4.050344403,2.007075444,1.687667648,1
243,-1.9607578754922776,-0.4726073283679309,-0.061146492520642685,8.357777801,4.228381457,4.391825339,1
73,-0.48345774475958186,1.3692923810457551,-0.6514707181926696,6.696554983,3.475475398,3.368387032,1
14,1.072333935659194,1.527195239619351,0.4080692051444372,9.130629246,2.184499093,2.208648978,1
85,-1.7911806865919266,1.566838076478478,-0.6757649896944807,9.414669758,4.094513412,0.102426125,1
219,-2.1726887161414603,-0.3620084784801226,0.1410437835460542,8.79504711,4.0,1.862033572,1
202,-0.5117477065604775,-0.743885590392526,-0.17164573839662947,6.408755315,3.600570152,4.734971699,1
38,-0.09410177907369548,1.6510083684602017,0.24898141626482817,8.725676465,2.496688611,3.252171193,1
17,1.2842647763083768,1.4165963897315426,0.20587892907774025,8.813237516,2.380173648,3.110581636,1
210,0.05340120183734288,-1.038815856760015,-0.7108198079078212,8.777101201,4.930074169,2.029735241,1
119,1.5385492687063913,-0.8440467148904829,0.4161168741181845,8.657527939,3.073665041,2.925842299,1
103,0.4082514519107503,-0.25418618215550504,1.4944650131405681,7.876420128,1.54479532,5.30165027,1
235,-1.0423908993458193,-0.9518690112151004,-0.9373043554763294,5.398507299,4.401015515,3.62450465,1
161,0.9372624623713223,-1.0151638524171211,-0.28214498427261636,6.73819764,3.276842529,5.029803667,1
100,0.19632061126156766,-0.1435873322676967,1.6966552892072648,8.830850588,1.422644662,1.50870119,1
234,-1.1130345128955468,-0.9150027279191643,-0.8699075967874303,5.399505578,4.374996389,3.623907845,1
176,-0.8649657743091154,-0.5595541739128455,0.1653380550478654,4.196190253,3.031073483,1.93522128,1
249,-1.5368961941939123,-0.6938050281435476,-0.4655270446540365,8.261830321,4.67500761,4.672874761,1
1,0.15396695951273584,2.0064569224665205,1.2842270681001238,4.075542591,1.0,1.662911962,1
228,-1.5368961941939123,-0.6938050281435476,-0.4655270446540365,5.222606876,4.193641906,3.408234885,1
8,0.6484722543608288,1.7483929393949678,0.812449757277831,5.812477592,1.222544265,2.893770994,1
96,-0.08625384293734267,0.0038778009160477856,1.9662423239628608,4.29672577,1.005179368,2.092386838,1
27,1.9907009118056525,1.0479335567721815,-0.46808865781124953,6.000025772,1.975477747,3.004355099,1
202,-0.5117477065604775,-0.743885590392526,-0.17164573839662947,8.792877133,4.194998483,1.861610533,1
133,2.527559858402577,-1.3601746810335884,-0.5274377475264013,7.117801024,3.435893127,5.295026641,1
47,0.5416907428738525,1.3192118187967767,-0.3575894119352626,8.633843966,3.241634749,3.371610789,1
188,-1.5007582962566635,-0.22775762424942042,0.7719088832479561,6.333795674,3.0,4.66222089,1
194,-1.0768966149582981,-0.4489553240250371,0.36752833111456235,6.061350292,3.216656646,4.383641318,1
183,-0.37046047946102245,-0.8176181569843982,-0.30643925577442743,7.117740941,3.893997829,5.297051174,1
173,-1.0768966149582981,-0.4489553240250371,0.36752833111456235,4.246038467,3.025859685,2.014461249,1
110,0.9027567467588432,-0.5122501652270578,1.0226877023182752,5.654443851,1.443306894,3.92926505,1
189,-1.430114682706936,-0.2646239075453565,0.7045121245590572,8.492089226,3.078409709,3.861806088,1
42,0.1884726751252148,1.5035432352764573,-0.02060561849076775,4.377637368,2.066587657,1.904360661,1
39,-0.023458165523967872,1.6141420851642656,0.18158465757592915,4.740102675,2.090873182,2.17878146,1
109,0.8321131332091157,-0.47538388193112174,1.0900844610071743,8.680054512,2.166868645,2.790506797,1
231,-1.3249653535447294,-0.8044038780313559,-0.6677173207207334,4.048708603,4.010353333,1.685155007,1
107,0.6908259061096605,-0.4016513153392495,1.2248779783849721,6.557813103,1.543679958,4.875317586,1
174,-1.0062530014085704,-0.4858216073209732,0.3001315724256633,7.050142043,3.374510351,5.25619306,1
13,1.0016903221094666,1.5640615229152872,0.4754659638333361,9.151503035,2.094985773,2.114239236,1
227,-1.6075398077436398,-0.6569387448476115,-0.39813028596513755,7.677234274,4.516801574,5.408943398,1
187,-0.08788602526211217,-0.9650832901681426,-0.5760262905300233,8.310038584,4.568725753,4.539041625,1
76,-0.27152690411039915,1.2586935311579468,-0.8536609942593666,4.740011143,3.170845034,2.181241217,1
214,0.33597565603625323,-1.1862809899437594,-0.9804068426634172,5.311451486,3.639637628,3.516767258,1
236,-0.9717472857960917,-0.9887352945110365,-1.0047011141652282,6.558221442,4.782126785,4.873866331,1
100,0.19632061126156766,-0.1435873322676967,1.6966552892072648,7.817599658,1.333996692,5.342070034,1
154,0.4427571675232293,-0.7570998693455683,0.18963232654967646,7.404962382,3.106339343,5.409812108,1
101,0.26696422481129517,-0.18045361556363282,1.629258530518366,6.061547935,1.216677419,4.382616553,1
183,-0.37046047946102245,-0.8176181569843982,-0.30643925577442743,4.197844896,3.056731111,1.936082737,1
78,-0.13023967701094402,1.1849609645660746,-0.9884545116371645,8.919189827,4.318092942,2.885354652,1
192,-1.218183842057753,-0.37522275743316486,0.5023218484923602,5.000705648,3.069976156,3.115236969,1
209,-0.017242411712384647,-1.0019495734640789,-0.6434230492189222,4.724676662,3.278177308,2.734418389,1
59,1.3894141054705833,0.8768164192455433,-1.1663505162020502,8.755469326,4.423032646,3.20819821,1
152,0.3014699404237742,-0.6833673027536961,0.32442584392747437,7.279068645,2.940257804,5.372549932,1
222,-1.9607578754922776,-0.4726073283679309,-0.061146492520642685,4.14941554,4.007830537,1.853076006,1
167,-1.5007582962566635,-0.22775762424942042,0.7719088832479561,8.811825857,3.0,1.689468216,1
193,-1.1475402285080256,-0.41208904072910096,0.4349250898034613,7.528103392,3.308669051,5.426766272,1
161,0.9372624623713223,-1.0151638524171211,-0.28214498427261636,5.697197353,2.791416123,3.977720576,1
46,0.471047129324125,1.3560781020927128,-0.2901926532463637,5.557366033,2.388294963,2.738709192,1
221,-2.0314014890420053,-0.43574104507199474,0.006250266168256329,7.375488389,4.117874652,5.403734914,1
11,0.8604030950100114,1.6377940895071594,0.6102594812111342,7.016939636,1.531967857,3.506497782,1
191,-1.2888274556074808,-0.33835647413722875,0.5697186071812592,8.490566129,3.235340599,3.862748938,1
89,-1.5086062323930163,1.4193729432947335,-0.9453520244500767,9.389917945,4.471556717,0.414774997,1
202,-0.5117477065604775,-0.743885590392526,-0.17164573839662947,4.342986763,3.085516205,2.168036827,1
206,-0.22917325236156733,-0.8913507235762704,-0.44123277315222537,8.447690006,4.445142086,4.05516433,1
69,-0.7660321989584921,1.5167575142294996,-0.3818836834370737,5.556712059,3.16361703,2.736222905,1
37,-0.164745392623423,1.6878746517561378,0.3163781749537271,7.986547447,2.348777708,3.702206703,1
46,0.471047129324125,1.3560781020927128,-0.2901926532463637,6.805674831,2.699533302,3.417848998,1
133,2.527559858402577,-1.3601746810335884,-0.5274377475264013,8.447276801,4.474593441,4.055552704,1
55,1.1068396512716732,1.0242815524292876,-0.8967634814464545,7.268782032,3.387515652,3.596463527,1
84,-1.8618243001416541,1.603704359774414,-0.6083682310055819,9.230955979,4.0,1.709826208,1
50,0.7536215835230352,1.2086129689089684,-0.5597796880019595,8.666809986,3.516338483,3.333215524,1
170,-1.2888274556074808,-0.33835647413722875,0.5697186071812592,8.917435719,3.257711886,0.530220457,1
151,0.23082632687404664,-0.64650101945776,0.39182260261637336,6.218503908,2.594446331,4.546398722,1
201,-0.5823913201102051,-0.7070193070965899,-0.10424897970773052,8.31054487,3.995167697,4.53863249,1
12,0.9310467085597389,1.6009278062112233,0.5428627225222351,7.268631473,1.635357596,3.596980397,1
19,1.425552003407832,1.3428638231396706,0.07108541169994233,6.179702595,1.708228305,3.103339941,1
95,-0.15689745648707012,0.04074408421198384,2.0336390826517596,4.147209267,1.0,1.852350756,1
17,1.2842647763083768,1.4165963897315426,0.20587892907774025,4.809988148,1.232260364,2.232030014,1
214,0.33597565603625323,-1.1862809899437594,-0.9804068426634172,6.705190254,4.319409445,5.000726551,1
221,-2.0314014890420053,-0.43574104507199474,0.006250266168256329,6.060782443,4.071964109,4.382400219,1
200,-0.6530349336599327,-0.6701530238006538,-0.036852221018831545,7.559700513,3.756637702,5.42651063,1
226,-1.6781834212933673,-0.6200724615516754,-0.3307335272762386,5.48491673,4.182324849,3.728555647,1
110,0.9027567467588432,-0.5122501652270578,1.0226877023182752,7.875887481,2.03854092,5.301038378,1
45,0.4004035157743975,1.392944385388649,-0.22279589455746468,8.333476958,3.000461987,3.612254102,1
173,-1.0768966149582981,-0.4489553240250371,0.36752833111456235,6.333683568,3.245280027,4.662403563,1
102,0.3376078383610228,-0.21731989885956896,1.561861771829467,6.592854808,1.318362539,4.906158495,1
249,-1.5368961941939123,-0.6938050281435476,-0.4655270446540365,7.981402309,4.630592176,5.193062733,1
218,0.6185501102351635,-1.3337461231275038,-1.2499938774190131,5.902468712,4.098390823,4.209045277,1
103,0.4082514519107503,-0.25418618215550504,1.4944650131405681,6.061464245,1.289719906,4.383923384,1
116,1.3266184280572086,-0.7334478650026746,0.6183071501848814,6.333858774,1.895884446,4.661464254,1
118,1.4679056551566638,-0.8071804315945468,0.4835136328070834,6.59425272,2.101194947,4.906346147,1
205,-0.2998168659112949,-0.8544844402803343,-0.37383601446332637,7.496470503,4.06897831,5.425954207,1
50,0.7536215835230352,1.2086129689089684,-0.5597796880019595,6.416590027,2.785197698,3.230106215,1
1,0.15396695951273584,2.0064569224665205,1.2842270681001238,9.414891269,1.0,0.103232756,1
154,0.4427571675232293,-0.7570998693455683,0.18963232654967646,6.846301593,2.924819449,5.114328335,1
160,0.8666188488215947,-0.9782975691211849,-0.21474822558371737,8.699461249,4.092334954,2.647617946,1
230,-1.3956089670944571,-0.7675375947354198,-0.6003205620318345,7.792141385,4.737117615,5.360373586,1
80,0.011047550088511065,1.1112283979742024,-1.1232480290149625,8.604333245,4.407685941,3.40681248,1
43,0.25911628867494235,1.4666769519805212,-0.08800237717966672,9.28130692,3.026582072,1.366267444,1
229,-1.4662525806441846,-0.7306713114394837,-0.5329238033429354,6.21820634,4.391129626,4.546367737,1
125,1.9624109500047566,-1.0652444146660995,0.011736321984790549,8.138849844,3.389566072,4.952001085,1
41,0.11782906157548721,1.5404095185723934,0.04679114019813123,5.622391495,2.256961569,2.776895134,1
201,-0.5823913201102051,-0.7070193070965899,-0.10424897970773052,5.738075207,3.401266279,4.025400887,1
172,-1.1475402285080256,-0.41208904072910096,0.4349250898034613,4.050224916,3.004394111,1.684138631,1
63,-1.1898938802568575,1.7379552140051162,0.02249686869632009,9.212308938,3.0,1.816526724,1
103,0.4082514519107503,-0.25418618215550504,1.4944650131405681,8.469706434,1.628176273,3.961958326,1
142,-0.40496619507350146,-0.3147044697943349,0.9983934308164641,5.90292548,2.200005527,4.208756651,1
218,0.6185501102351635,-1.3337461231275038,-1.2499938774190131,4.344462027,3.198875244,2.16657004,1
176,-0.8649657743091154,-0.5595541739128455,0.1653380550478654,7.246473052,3.514190817,5.358451648,1
231,-1.3249653535447294,-0.8044038780313559,-0.6677173207207334,5.982116405,4.421311848,4.299034346,1
128,2.1743417906539397,-1.175843264553908,-0.1904539540819065,8.284810769,3.782588649,4.608124519,1
229,-1.4662525806441846,-0.7306713114394837,-0.5329238033429354,6.521777878,4.444657479,4.841249853,1
169,-1.3594710691572083,-0.3014901908412926,0.6371153658701583,8.866866216,3.169954713,1.136700577,1
71,-0.624744971859037,1.4430249476376273,-0.5166772008148717,9.374625039,3.755354289,0.565236545,1
102,0.3376078383610228,-0.21731989885956896,1.561861771829467,6.022816448,1.248370629,4.341844309,1
20,1.4961956169575594,1.3059975398437342,0.0036886530110433525,8.471280347,2.53958529,3.524083668,1
32,-0.5179634603720608,1.8722060682358184,0.6533619683982219,7.687931592,2.0,3.696129451,1
70,-0.6953885854087645,1.4798912309335635,-0.44928044212597273,6.751736706,3.337870783,3.392169289,1
216,0.47726288313570825,-1.2600135565356316,-1.115200360041215,6.2571511,4.200148529,4.586257805,1
234,-1.1130345128955468,-0.9150027279191643,-0.8699075967874303,6.845581311,4.762471214,5.114575494,1
46,0.471047129324125,1.3560781020927128,-0.2901926532463637,5.088306097,2.271345186,2.427939261,1
162,1.0079060759210499,-1.0520301357130573,-0.3495417429615154,8.883842655,4.38200922,0.939734067,1
108,0.7614695196593881,-0.43851759863518563,1.157481219696073,8.68126333,2.080754797,2.790752236,1
190,-1.3594710691572083,-0.3014901908412926,0.6371153658701583,5.737011297,3.060657771,4.023731685,1
62,1.601344946119766,0.7662175693577349,-1.3685407922687474,9.267105153,5.040964578,1.484433379,1
195,-1.0062530014085704,-0.4858216073209732,0.3001315724256633,8.775129841,3.586312221,2.029569694,1
193,-1.1475402285080256,-0.41208904072910096,0.4349250898034613,7.184015669,3.278565276,5.330161848,1
180,-0.5823913201102051,-0.7070193070965899,-0.10424897970773052,7.619062571,3.835526429,5.420002079,1
30,2.202631752454835,0.9373347068843731,-0.6702789338779465,7.067579727,2.700387209,3.526237247,1
134,2.5982034719523046,-1.3970409643295247,-0.5948345062153003,8.287405704,4.471872683,4.608888723,1
114,1.1853312009577535,-0.6597152984108023,0.7531006675626793,8.188920971,2.44236116,4.850505579,1
223,-1.89011426194255,-0.5094736116638671,-0.1285432512095417,5.179004845,4.08244405,3.350740866,1
162,1.0079060759210499,-1.0520301357130573,-0.3495417429615154,7.049874471,3.487523171,5.255498896,1
58,1.3187704919208558,0.9136827025414793,-1.0989537575131514,9.349680433,4.609213486,0.848311305,1
227,-1.6075398077436398,-0.6569387448476115,-0.39813028596513755,8.679875371,4.657713591,2.791161259,1
138,-0.6875406492724117,-0.16723933661059046,1.2679804655720601,5.694413166,2.059170212,3.975208462,1
95,-0.15689745648707012,0.04074408421198384,2.0336390826517596,6.482860614,1.0,4.80630442,1
207,-0.15852963881183976,-0.9282170068722065,-0.5086295318411244,6.879794289,3.991592694,5.139255157,1
154,0.4427571675232293,-0.7570998693455683,0.18963232654967646,6.100960705,2.682643514,4.423562258,1
205,-0.2998168659112949,-0.8544844402803343,-0.37383601446332637,7.406314979,4.041415,5.411142971,1
134,2.5982034719523046,-1.3970409643295247,-0.5948345062153003,5.091374942,1.883778002,3.235155675,1
139,-0.6168970357226841,-0.2041056199065266,1.200583706883161,4.099572553,2.005218376,1.770081512,1
3,0.2952541866121909,1.9327243558746483,1.149433550722326,8.783272281,1.167035549,3.160238284,1
196,-0.935609387858843,-0.5226878906169093,0.23273481373676438,4.536206126,3.075358857,2.461297451,1
104,0.4788950654604779,-0.29105246545144114,1.427068254451669,5.134228193,1.179644098,3.293875544,1
225,-1.748827034843095,-0.5832061782557392,-0.26333676858733956,8.379726239,4.460327777,4.313599534,1
235,-1.0423908993458193,-0.9518690112151004,-0.9373043554763294,8.332643551,5.242365546,4.467962823,0
102,0.3376078383610228,-0.21731989885956896,1.561861771829467,6.218162347,1.27235609,4.545907037,1
155,0.5134007810729568,-0.7939661526415044,0.12223556786077747,7.64597017,3.255408207,5.41283557,1
184,-0.2998168659112949,-0.8544844402803343,-0.37383601446332637,8.918684243,4.503792685,0.531662155,1
165,1.2198369165702325,-1.1626289856008656,-0.5517320190282123,6.409523463,3.335620665,4.735481009,1
189,-1.430114682706936,-0.2646239075453565,0.7045121245590572,8.597606333,3.080251517,3.310897045,1
56,1.1774832648214006,0.9874152691333516,-0.9641602401353534,9.151349035,4.293528358,2.11471511,1
106,0.620182292559933,-0.36478503204331336,1.2922747370738712,8.009519128,1.779371568,5.157565248,1
115,1.2559748145074812,-0.6965815817067385,0.6857039088737803,6.140612569,1.779119258,4.467688049,1
68,-0.8366758125082197,1.5536237975254357,-0.31448692474817475,9.388756126,3.471455072,0.414696178,1
173,-1.0768966149582981,-0.4489553240250371,0.36752833111456235,7.586897146,3.376998081,5.426289419,1
41,0.11782906157548721,1.5404095185723934,0.04679114019813123,5.089327218,2.172532482,2.428142251,1
233,-1.1836781264452745,-0.8781364446232282,-0.8025108380985314,7.406222346,4.849266615,5.41152312,1
203,-0.44110409301075,-0.7807518736884621,-0.23904249708552847,6.63033156,3.704795217,4.937838736,1
98,0.055033384162112536,-0.06985476567582448,1.831448806585063,8.792912291,1.251185889,1.863387672,1
47,0.5416907428738525,1.3192118187967767,-0.3575894119352626,5.87441468,2.5022479,2.93117208,1
126,2.0330545635544843,-1.1021106979620356,-0.05566043670410847,8.952544,3.975788654,0.09800966,1
167,-1.5007582962566635,-0.22775762424942042,0.7719088832479561,7.791306487,3.0,5.360870657,1
157,0.654688008172412,-0.8676987192333766,-0.01255794951702048,7.083874933,3.183788675,5.277753981,1
49,0.6829779699733077,1.2454792522049045,-0.49238292931306055,4.667434482,2.204055199,2.12764469,1
59,1.3894141054705833,0.8768164192455433,-1.1663505162020502,7.599882309,3.834231652,3.680085223,1
91,-1.3673190052935613,1.3456403767028613,-1.0801455418278747,7.414287044,4.419221736,3.637959841,1
204,-0.37046047946102245,-0.8176181569843982,-0.30643925577442743,8.113133244,4.179421979,4.998097898,1
149,0.08953909977459151,-0.5727684528658877,0.5266161199941712,8.737503969,3.093738972,2.349781167,1
94,-1.1553881646443787,1.235041526815053,-1.2823358178945716,9.194134599,4.915866071,1.920450403,1
243,-1.9607578754922776,-0.4726073283679309,-0.061146492520642685,7.312793809,4.173616167,5.384210861,1
104,0.4788950654604779,-0.29105246545144114,1.427068254451669,7.762310674,1.59589147,5.376697986,1
188,-1.5007582962566635,-0.22775762424942042,0.7719088832479561,4.769208948,3.0,2.801842242,1
37,-0.164745392623423,1.6878746517561378,0.3163781749537271,9.414567854,2.473713305,0.101610378,1
128,2.1743417906539397,-1.175843264553908,-0.1904539540819065,4.679174825,1.441061289,2.668079976,1
38,-0.09410177907369548,1.6510083684602017,0.24898141626482817,8.537748285,2.476936563,3.468700952,1
98,0.055033384162112536,-0.06985476567582448,1.831448806585063,7.733139786,1.195645566,5.389012995,1
9,0.7191158679105563,1.7115266560990317,0.745052998588932,7.778034197,1.53096808,3.704231841,1
35,-0.30603261972287815,1.76160721834801,0.45117169233152504,7.599476452,2.188640567,3.680371475,1
61,1.5307013325700385,0.803083852653671,-1.3011440335798483,5.556710374,2.862898651,2.738520443,1
39,-0.023458165523967872,1.6141420851642656,0.18158465757592915,9.388992358,2.66168506,0.415645289,1
155,0.5134007810729568,-0.7939661526415044,0.12223556786077747,8.470827309,3.539429297,3.960746754,1
215,0.40661926958598066,-1.2231472732396955,-1.047803601352316,6.810208479,4.431872739,5.087859807,1
129,2.244985404203667,-1.2127095478498442,-0.2578507127708055,8.285634812,3.890697181,4.608090999,1
30,2.202631752454835,0.9373347068843731,-0.6702789338779465,5.750042881,1.970064609,2.854911242,1
174,-1.0062530014085704,-0.4858216073209732,0.3001315724256633,5.224014071,3.15029003,3.406432362,1
123,1.8211237229053014,-0.9915118480742273,0.14652983936258857,4.910962555,1.484367383,2.99312828,1
201,-0.5823913201102051,-0.7070193070965899,-0.10424897970773052,7.499024571,3.807813473,5.424941258,1
70,-0.6953885854087645,1.4798912309335635,-0.44928044212597273,8.067054003,3.49937144,3.696347535,1
146,-0.12239174087459118,-0.46216960297807935,0.7288063960608683,4.677631474,2.119484712,2.669776986,1
223,-1.89011426194255,-0.5094736116638671,-0.1285432512095417,7.439283219,4.240498111,5.417163571,1
143,-0.3343225815237738,-0.351570753090271,0.9309966721275651,8.213538509,2.517357476,4.795963087,1
232,-1.254321739995002,-0.841270161327292,-0.7351140794096325,8.736713653,5.093556513,2.350067037,1
70,-0.6953885854087645,1.4798912309335635,-0.44928044212597273,8.664474927,3.572725506,3.333826031,1
101,0.26696422481129517,-0.18045361556363282,1.629258530518366,4.050977395,1.00535794,1.685830028,1
85,-1.7911806865919266,1.566838076478478,-0.6757649896944807,6.806095259,4.048980575,3.416074619,1
69,-0.7660321989584921,1.5167575142294996,-0.3818836834370737,6.473212563,3.259945115,3.257999231,1
22,1.6374828440570146,1.232264973251862,-0.13110486436675461,8.438774346,2.703885831,3.548841542,1
230,-1.3956089670944571,-0.7675375947354198,-0.6003205620318345,4.098403005,4.019127607,1.770342186,1
10,0.7897594814602839,1.6746603728030955,0.6776562399000331,8.633531818,1.733879344,3.371218366,1
169,-1.3594710691572083,-0.3014901908412926,0.6371153658701583,5.818593395,3.063506681,4.118245799,1
209,-0.017242411712384647,-1.0019495734640789,-0.6434230492189222,6.447556894,3.939529065,4.771296727,1
55,1.1068396512716732,1.0242815524292876,-0.8967634814464545,8.697078525,3.993791543,3.293010007,1
195,-1.0062530014085704,-0.4858216073209732,0.3001315724256633,7.559303107,3.437027469,5.427124656,1
114,1.1853312009577535,-0.6597152984108023,0.7531006675626793,8.884808098,2.681974314,0.940921207,1
54,1.0361960377219455,1.0611478357252238,-0.8293667227575554,5.293335184,2.522541333,2.567514842,1
159,0.7959752352718671,-0.9414312858252488,-0.14735146689481843,8.401637528,3.868384281,4.232658327,1
39,-0.023458165523967872,1.6141420851642656,0.18158465757592915,9.039942466,2.618827123,2.542357543,1
