PC1,PC2,PC3,PC4,SHUTTLECOCK POSITIION IN AIR(X ) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres
-0.06914848130703831,-0.428813327566366,-1.0431547873679738,0.9816115031216635,8.036079489,2.140943001,5.121908268
0.6038772801665152,0.8251569085347451,-0.18585627638318938,-0.8030994552419431,8.719903612,3.412938059,2.501982902
0.16276251932435687,1.166616820436566,-0.1753101251971612,-0.7789634959540105,8.758142014,3.364375267,2.191727118
0.20128707902958712,0.45575612332202353,-0.263788384376816,-0.3194992293049948,7.268948013,4.171318306,3.593733841
1.7135466611187131,-0.026237759649059472,-0.5743957812313153,-0.5540652924736638,8.448344806,4.077646147,4.054957316
-0.5223554531006099,0.29003685789921185,-0.09974473131837637,-0.0006189629603403254,6.912528289,3.306119059,3.464151141
-1.9283555195487998,-0.2419839942007287,1.2601429995121014,-0.15858327414956722,4.74203932,2.198828836,2.180938384
-0.661534945009406,-0.6357325228792031,-1.0709281513153313,1.4229965270169014,7.647257358,1.577668815,5.415707035
4.988716576570684,3.099401422437969,3.8261364137064695,4.562535383892004,8.333506285,5.304166164,4.468766242
0.47122756705417035,1.2566554740668263,-0.7313056807627797,-0.5043445911783613,8.725898768,4.413462567,3.250833216
0.23844854131474183,0.7161310581471337,-0.6880100807627131,-0.12185547401338398,8.556642712,3.422809907,3.543577291
0.17302086485861023,-1.104416541870404,0.8697941139755897,-0.40813114163388203,5.269211566,3.088751918,3.462961092
0.10162882585748567,-0.8482865055854638,-0.7794065179056119,0.904027622467957,7.216817157,2.452094168,5.34504795
-0.9450858645744965,1.5138601135358873,-0.7365169914968307,0.07402607920858144,8.968806679,2.786981665,2.756875018
0.7723539027153928,-0.6966889414912976,-0.933787073756617,0.6111664815510857,7.649103347,3.127429497,5.415220336
-1.2960399982097988,2.4449871204156803,-0.28529265368750734,-0.6587401688946297,9.315684104,3.040499949,1.115826262
-0.4287210165788449,0.5781531360893075,-0.5301850688081385,0.1565224338340129,8.619897932,2.161330391,3.189611252
-1.74345110797416,2.6207850458731463,-0.1018551592709295,-0.6887832904949182,9.374277583,2.541049299,0.56558639
-0.3373937699479596,-0.9744700045891088,-0.44437135384580034,0.9092671865825598,6.702962816,2.047180391,5.0002574
-1.1332227933026155,-0.9673415871460896,1.3613519984923423,-0.24471827076175315,4.631666918,2.055263694,2.60113524
-1.3932439559658452,-0.15077908241882973,0.9562869488916643,-0.21989969559147587,5.223691662,2.678303364,2.520095475
1.5729778443370084,-1.1818982025182063,-0.05504736892643563,-0.2798349213033903,6.484565435,4.0,4.805253263
-0.7727611171621245,0.17420971264836507,0.12071928407355012,0.0017739612881599416,6.530325096,3.088360899,3.28655403
-1.97889105852431,-0.9502279248554723,0.9984538006342494,0.48740989155022335,4.907003401,1.015831803,2.992868623
0.27356217370207686,1.3789006696121964,0.10796680487153772,-1.1988557675252118,8.831612682,3.507822956,1.510693229
-0.5507634988434073,-0.5520902296848065,-1.099859196050054,1.3447544125350306,7.763655324,1.731580485,5.374749309
0.34927437394090066,-0.5258730576745514,-1.002252857791678,0.7901607399601315,7.557321536,3.053820546,5.427774931
-0.7373827397984654,-0.06291222863235658,0.8127565159970828,-0.4783921078616477,5.489829384,3.427201701,2.695531425
-0.054570548035245595,1.2686357774510788,-0.815930826777968,-0.1707828579809565,8.636076999,3.967897932,3.370298048
-0.8130490382177354,0.7908617169836056,-0.751026711562129,0.42599406970271264,8.145877327,2.805876917,3.678506378
-1.7779386544325273,1.7092974869175834,-0.7010576798720609,0.3562761252345893,9.088319567,1.897208026,2.380572216
-1.618263412455266,1.6076542198643495,-0.7619584703565696,0.38492739525249486,9.019910822,2.067014984,2.617120669
-2.015265218470098,0.468855425335443,-0.5746776156268351,1.0649917071596333,7.556036497,1.373754497,3.670526465
0.1663448160864126,1.9401606265713942,-0.612880741948963,-0.8346093592312964,9.088850044,4.592898606,2.380460969
-1.7775352023696103,0.675093638559687,-0.7616574366814617,0.9894639227170918,7.988074169,1.631648895,3.702753166
-2.3347548137553837,-0.18238358003735636,0.9312085644282971,0.297123444223681,5.159725253,1.5656358,2.474457626
-0.21995081249708243,0.8335804285639707,-0.7297194594819206,0.08250663762074363,8.260245229,3.447769817,3.643119197
-0.38974964772779497,-0.3285664407826976,-1.112715733825199,1.1486284120315853,8.010031192,1.999813068,5.158201512
0.483973467218959,-0.05480601241076426,-0.9411407729443234,0.40349356093551647,8.261420099,3.062491363,4.672900021
1.6743307915144738,0.602679877213363,-0.1708832915746556,-1.2347492975786152,8.680798549,4.409516809,2.792401427
0.7442315215497335,-1.0735320571897904,-0.1868653996192884,0.19393569548837256,6.522143703,3.220658982,4.840361631
-0.3374283992882366,0.6020101293197145,-0.5729933856635886,0.1373832362777425,7.819632756,3.334174565,3.706112015
0.5153267162534609,-0.8964054881369031,-0.34547445835463103,0.34808519217412437,6.631932617,3.227290335,4.939296815
-0.4704373272957201,-0.08719030663982597,1.1905895566518119,-0.9248640451042476,4.952616074,4.049924493,2.332586294
0.35630971521535,0.3881201591891728,-0.08379306380906983,-0.514873547843824,6.965838619,4.46974269,3.483866631
-1.1085583953913043,-0.8570696546779977,-0.8599001926208586,1.5923993806385155,7.183178049,1.05556258,5.332029927
-0.9699999870909345,0.5557320046255687,-0.6831774787127894,0.5760599944519714,8.576613157,1.643201033,3.430281927
-0.35397498991891124,-0.9868500788347249,-0.3320788846653843,0.8280366656185422,6.556507886,2.089275223,4.873336246
0.8243302153788513,-1.0680668567644873,1.1301824318543,-0.983014463563045,5.045753753,4.0,3.174270887
-1.520052993868879,2.108761944868263,-0.48921157193812853,-0.18099740753842106,9.232187252,2.500305552,1.708315398
