SHOT_ID,HUMAN PLAYER POSITION (X) metres,HUMAN PLAYER POSITION (Y) metres,INITITAL VELOCITY OF SHUTTELCOCK(m/s),INITIAL SHUTTELCOCK FIRING ANGLE (DEGREE),SHUTTELCOCK SLANT ANGLE TO SIDELINE(DEGREE),SHUTTLECOCK POSITIION IN AIR(X ) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres
27700035,4,1,70,70,26,9.217698188,3.544841444,2.590942588
27700036,4,1,70,70,26,9.276187753,3.573368711,2.042134582
27700037,4,1,70,70,26,9.327240691,3.598268892,1.466471468
27700038,4,1,70,70,26,9.373295541,3.620731343,0.861982071
27700039,4,1,70,70,26,9.412909019,3.640052128,0.230112162
27800001,4,1,70,70,27,4.237131215,1.120824389,2.237159846
27800002,4,1,70,70,27,4.468804949,1.238868052,2.835782346
27800003,4,1,70,70,27,4.694167485,1.353696,3.394187275
27800004,4,1,70,70,27,4.917800911,1.467642922,3.916278139
27800005,4,1,70,70,27,5.13092469,1.576234911,4.394945234
27800006,4,1,70,70,27,5.343745825,1.684672695,4.841117401
27800007,4,1,70,70,27,5.548176635,1.788835396,5.246647014
27800008,4,1,70,70,27,5.749035453,1.891178075,5.613345092
27800009,4,1,70,70,27,5.948409972,1.992764467,5.944302618
27800010,4,1,70,70,27,6.135958727,2.088325331,6.239291937
27800011,4,1,70,70,27,6.322977035,2.183615918,6.496837428
27800012,4,1,70,70,27,6.50207133,2.274869019,6.719881423
27800013,4,1,70,70,27,6.67449261,2.362722049,6.903385241
27800014,4,1,70,70,27,6.846077372,2.450148852,7.053530239
27800015,4,1,70,70,27,7.010802171,2.53408033,7.167586619
27800016,4,1,70,70,27,7.169037739,2.614705379,7.247806152
27800017,4,1,70,70,27,7.323919919,2.693621791,7.294441848
27800018,4,1,70,70,27,7.472359521,2.769255546,7.305001994
27800019,4,1,70,70,27,7.616182395,2.84253696,7.283612676
27800020,4,1,70,70,27,7.755945826,2.913749985,7.226753155
27800021,4,1,70,70,27,7.891027003,2.982577283,7.137435948
27800022,4,1,70,70,27,8.019657328,3.048117707,7.014934822
27800023,4,1,70,70,27,8.142443193,3.11068023,6.863290663
27800024,4,1,70,70,27,8.260266801,3.170714357,6.676230012
27800025,4,1,70,70,27,8.371180055,3.227227482,6.456835933
27800026,4,1,70,70,27,8.480860087,3.28311225,6.205824222
27800027,4,1,70,70,27,8.582495741,3.334898202,5.927601824
27800028,4,1,70,70,27,8.68071579,3.384943817,5.611259323
27800029,4,1,70,70,27,8.773093617,3.432012671,5.270586554
27800030,4,1,70,70,27,8.860998003,3.476802193,4.898183885
27800031,4,1,70,70,27,8.942417082,3.518287285,4.492999154
27800032,4,1,70,70,27,9.019037661,3.55732742,4.062293905
27800033,4,1,70,70,27,9.090580872,3.593780507,3.60021517
27800034,4,1,70,70,27,9.1587713,3.628525265,3.110404687
27800035,4,1,70,70,27,9.220271347,3.659861105,2.588782022
27800036,4,1,70,70,27,9.27676794,3.688647556,2.040530769
27800037,4,1,70,70,27,9.326341696,3.713906647,1.464279429
27800038,4,1,70,70,27,9.373097599,3.737729969,0.859908281
27800039,4,1,70,70,27,9.413431524,3.758281131,0.231102709
27900001,4,1,70,70,28,4.237033431,1.126032911,2.23748783
27900002,4,1,70,70,28,4.468110978,1.248899022,2.835473936
27900003,4,1,70,70,28,4.694877736,1.369473046,3.394573035
27900004,4,1,70,70,28,4.916046685,1.487070662,3.915219458
27900005,4,1,70,70,28,5.130781345,1.601247106,4.39757208
27900006,4,1,70,70,28,5.343747111,1.714483013,4.840788157
27900007,4,1,70,70,28,5.551166559,1.82476989,5.248149747
27900008,4,1,70,70,28,5.750100281,1.930544826,5.614179556
27900009,4,1,70,70,28,5.944875282,2.034108531,5.945039723
27900010,4,1,70,70,28,6.137389169,2.13646998,6.23948706
27900011,4,1,70,70,28,6.322348734,2.234814726,6.497973396
27900012,4,1,70,70,28,6.500554769,2.329568555,6.718070124
27900013,4,1,70,70,28,6.675595851,2.422639549,6.903310943
27900014,4,1,70,70,28,6.845592794,2.513028527,7.052330954
27900015,4,1,70,70,28,7.010585206,2.600756549,7.168745148
27900016,4,1,70,70,28,7.169518413,2.685262834,7.246900122
27900017,4,1,70,70,28,7.326203794,2.768573929,7.294711132
27900018,4,1,70,70,28,7.474996094,2.847688198,7.304974133
27900019,4,1,70,70,28,7.617778733,2.923607074,7.281800513
27900020,4,1,70,70,28,7.75678328,2.997517102,7.228337949
27900021,4,1,70,70,28,7.890659007,3.068700089,7.138133209
27900022,4,1,70,70,28,8.017060154,3.135908771,7.016583126
27900023,4,1,70,70,28,8.141128296,3.201876973,6.862239923
27900024,4,1,70,70,28,8.260134725,3.265153814,6.674707887
27900025,4,1,70,70,28,8.373514261,3.325438782,6.456894175
27900026,4,1,70,70,28,8.479869303,3.381988761,6.207667351
27900027,4,1,70,70,28,8.584338967,3.437536267,5.925868217
27900028,4,1,70,70,28,8.680019184,3.48841034,5.613712559
27900029,4,1,70,70,28,8.772648087,3.537662002,5.271042268
27900030,4,1,70,70,28,8.859751937,3.583975941,4.896338384
27900031,4,1,70,70,28,8.941043196,3.627199269,4.497068634
27900032,4,1,70,70,28,9.018631964,3.668453949,4.061768036
27900033,4,1,70,70,28,9.092366566,3.707659332,3.600234878
27900034,4,1,70,70,28,9.1559771,3.741481653,3.109278173
27900035,4,1,70,70,28,9.220400729,3.775736305,2.589530929
27900036,4,1,70,70,28,9.273299628,3.803863148,2.040101703
27900037,4,1,70,70,28,9.326246692,3.832015601,1.467583685
27900038,4,1,70,70,28,9.374470562,3.857656688,0.861252452
27900039,4,1,70,70,28,9.412965276,3.87812469,0.23069813
28000001,4,1,70,70,29,4.236480094,1.131083057,2.236585935
28000002,4,1,70,70,29,4.468656973,1.259780802,2.835056634
28000003,4,1,70,70,29,4.695386334,1.385458939,3.395264492
28000004,4,1,70,70,29,4.917364109,1.508503229,3.915641041
28000005,4,1,70,70,29,5.131594459,1.627253051,4.397298095
28000006,4,1,70,70,29,5.344469902,1.745251836,4.839360647
28000007,4,1,70,70,29,5.548109977,1.858131373,5.246140136
28000008,4,1,70,70,29,5.748317116,1.969108002,5.61322468
28000009,4,1,70,70,29,5.946654685,2.079048312,5.945213424
28000010,4,1,70,70,29,6.13671948,2.184402948,6.239096042
28000011,4,1,70,70,29,6.321069675,2.28658993,6.496449767
28000012,4,1,70,70,29,6.500881478,2.38626124,6.717588992
28000013,4,1,70,70,29,6.675692158,2.483160382,6.903900566
28000014,4,1,70,70,29,6.845988092,2.57755696,7.052670283
28000015,4,1,70,70,29,7.010961927,2.66900345,7.170129321
28000016,4,1,70,70,29,7.169495219,2.756879889,7.250207299
28000017,4,1,70,70,29,7.326586968,2.843957267,7.294178416
28000018,4,1,70,70,29,7.473087203,2.925163673,7.305883436
28000019,4,1,70,70,29,7.617368115,3.005139888,7.283034308
28000020,4,1,70,70,29,7.755797273,3.081872424,7.228149742
28000021,4,1,70,70,29,7.889891541,3.15620209,7.137981105
28000022,4,1,70,70,29,8.019910796,3.22827294,7.01621497
28000023,4,1,70,70,29,8.140216033,3.294959222,6.862198656
28000024,4,1,70,70,29,8.260499525,3.361633451,6.6759837
28000025,4,1,70,70,29,8.374050927,3.42457602,6.457018825
28000026,4,1,70,70,29,8.48181652,3.484311464,6.207142163
28000027,4,1,70,70,29,8.58278789,3.540280808,5.926405184
28000028,4,1,70,70,29,8.680682747,3.594544814,5.613118719
28000029,4,1,70,70,29,8.773110698,3.645778463,5.271517686
28000030,4,1,70,70,29,8.861122781,3.694564358,4.89834696
28000031,4,1,70,70,29,8.942554983,3.739702965,4.494513322
28000032,4,1,70,70,29,9.018582951,3.781845955,4.062325001
28000033,4,1,70,70,29,9.089947797,3.821404135,3.598854978
28000034,4,1,70,70,29,9.157576837,3.858891524,3.110077135
28000035,4,1,70,70,29,9.218094073,3.892436776,2.589680678
28000036,4,1,70,70,29,9.273380601,3.923082599,2.040805243
28000037,4,1,70,70,29,9.327080173,3.952848758,1.465523605
28000038,4,1,70,70,29,9.372939623,3.978269066,0.860286598
28000039,4,1,70,70,29,9.414159869,4.001117821,0.22971568
28100001,4,1,70,70,30,4.234662709,1.135482578,2.238616781
28100002,4,1,70,70,30,4.467376585,1.269839997,2.83599609
28100003,4,1,70,70,30,4.694999293,1.401258029,3.394754653
28100004,4,1,70,70,30,4.918108754,1.530070336,3.915682546
28100005,4,1,70,70,30,5.131086095,1.653032861,4.398439851
28100006,4,1,70,70,30,5.343660279,1.775762624,4.841347835
28100007,4,1,70,70,30,5.548531506,1.894045082,5.245491787
28100008,4,1,70,70,30,5.751860625,2.011437203,5.613893967
28100009,4,1,70,70,30,5.946302169,2.123698081,5.944773945
28100010,4,1,70,70,30,6.135907205,2.233166599,6.239651478
28100011,4,1,70,70,30,6.321847275,2.340519149,6.495323479
28100012,4,1,70,70,30,6.502415361,2.444770182,6.718974534
28100013,4,1,70,70,30,6.675480556,2.544689419,6.90222563
28100014,4,1,70,70,30,6.846139884,2.643219628,7.054769698
28100015,4,1,70,70,30,7.011307349,2.738579108,7.169009025
28100016,4,1,70,70,30,7.171516694,2.831076017,7.247555673
28100017,4,1,70,70,30,7.32541835,2.91993118,7.294162059
28100018,4,1,70,70,30,7.473742354,3.005566083,7.304469657
28100019,4,1,70,70,30,7.617180927,3.088380382,7.283416951
28100020,4,1,70,70,30,7.756778336,3.168976984,7.225912242
28100021,4,1,70,70,30,7.889528617,3.245620394,7.139194157
28100022,4,1,70,70,30,8.019772905,3.320816969,7.018023977
28100023,4,1,70,70,30,8.14184136,3.391293224,6.862940066
28100024,4,1,70,70,30,8.261025067,3.460103969,6.674107093
28100025,4,1,70,70,30,8.374155576,3.5254199,6.457480178
28100026,4,1,70,70,30,8.481047713,3.587134104,6.206362183
28100027,4,1,70,70,30,8.58452866,3.646878856,5.925893607
28100028,4,1,70,70,30,8.68126056,3.702727045,5.612595266
28100029,4,1,70,70,30,8.774674914,3.756659847,5.271685504
28100030,4,1,70,70,30,8.860262021,3.806073586,4.89848583
28100031,4,1,70,70,30,8.943360478,3.854050503,4.494083832
28100032,4,1,70,70,30,9.018579045,3.897477963,4.063466791
28100033,4,1,70,70,30,9.09083962,3.939197625,3.600013263
28100034,4,1,70,70,30,9.156878348,3.977325103,3.109912444
28100035,4,1,70,70,30,9.219431082,4.01343994,2.590361143
28100036,4,1,70,70,30,9.27560098,4.045869646,2.042920848
28100037,4,1,70,70,30,9.324741278,4.07424081,1.464342399
28100038,4,1,70,70,30,9.37307598,4.102146864,0.862111771
28100039,4,1,70,70,30,9.414850488,4.126265387,0.230852243
28200001,4,1,70,70,31,4.238213813,1.143133299,2.239082292
28200002,4,1,70,70,31,4.468406813,1.281447208,2.835687055
28200003,4,1,70,70,31,4.69599393,1.418195344,3.394220777
28200004,4,1,70,70,31,4.91725219,1.551140718,3.914414593
28200005,4,1,70,70,31,5.132678767,1.680582065,4.395096646
28200006,4,1,70,70,31,5.343774076,1.807420923,4.8390444
28200007,4,1,70,70,31,5.548845397,1.930640204,5.246328052
28200008,4,1,70,70,31,5.749759678,2.051361683,5.613051891
28200009,4,1,70,70,31,5.944210616,2.168199594,5.946117915
28200010,4,1,70,70,31,6.135270709,2.28300008,6.239145886
28200011,4,1,70,70,31,6.320010209,2.39400277,6.497090878
28200012,4,1,70,70,31,6.501820165,2.503245213,6.717578291
28200013,4,1,70,70,31,6.678103642,2.609167012,6.901933699
28200014,4,1,70,70,31,6.846481726,2.710338772,7.053427733
28200015,4,1,70,70,31,7.01059123,2.80894571,7.168641735
28200016,4,1,70,70,31,7.169405722,2.904371084,7.248916459
28200017,4,1,70,70,31,7.325655085,2.998255173,7.295495867
28200018,4,1,70,70,31,7.473710669,3.087215943,7.304339194
28200019,4,1,70,70,31,7.618261369,3.174070766,7.281559847
28200020,4,1,70,70,31,7.755684627,3.25664299,7.227869884
28200021,4,1,70,70,31,7.889633122,3.337127366,7.139267819
28200022,4,1,70,70,31,8.017644734,3.414044502,7.015948845
28200023,4,1,70,70,31,8.140770178,3.488025732,6.862045558
28200024,4,1,70,70,31,8.261055311,3.560300332,6.676440485
28200025,4,1,70,70,31,8.37193884,3.626925877,6.459638956
28200026,4,1,70,70,31,8.480476564,3.692141922,6.205452366
28200027,4,1,70,70,31,8.584163859,3.754443534,5.92661742
28200028,4,1,70,70,31,8.68103191,3.812647731,5.614352704
28200029,4,1,70,70,31,8.77405012,3.86853871,5.270424066
28200030,4,1,70,70,31,8.860551469,3.920513965,4.897367106
28200031,4,1,70,70,31,8.94279292,3.969929614,4.494936011
28200032,4,1,70,70,31,9.018634862,4.01550005,4.06209901
28200033,4,1,70,70,31,9.091353595,4.059193873,3.601487017
28200034,4,1,70,70,31,9.156395983,4.098275282,3.109102511
28200035,4,1,70,70,31,9.218396575,4.135528996,2.590635028
28200036,4,1,70,70,31,9.274915952,4.169489264,2.041910883
28200037,4,1,70,70,31,9.328244333,4.201532188,1.462807935
28200038,4,1,70,70,31,9.372800446,4.228304202,0.862841167
28200039,4,1,70,70,31,9.414121514,4.253132404,0.232404868
28300001,4,1,70,70,32,4.23613288,1.1475522,2.238764654
28300002,4,1,70,70,32,4.469641794,1.293464764,2.835365795
28300003,4,1,70,70,32,4.69288755,1.432964194,3.3953638
28300004,4,1,70,70,32,4.914876786,1.571678465,3.91493388
28300005,4,1,70,70,32,5.132707329,1.707794095,4.397436285
28300006,4,1,70,70,32,5.342451821,1.838856999,4.840566183
28300007,4,1,70,70,32,5.549611927,1.968305,5.248522996
28300008,4,1,70,70,32,5.75263322,2.095166785,5.614705208
28300009,4,1,70,70,32,5.94517559,2.21548061,5.945317322
28300010,4,1,70,70,32,6.135716029,2.334543491,6.240008054
28300011,4,1,70,70,32,6.319487869,2.449376882,6.497579541
28300012,4,1,70,70,32,6.500847365,2.562702872,6.716453785
28300013,4,1,70,70,32,6.676295338,2.672334933,6.902922448
28300014,4,1,70,70,32,6.845653309,2.778161539,7.053170297
28300015,4,1,70,70,32,7.011182387,2.881595586,7.168766482
28300016,4,1,70,70,32,7.171988048,2.982078116,7.248373427
28300017,4,1,70,70,32,7.322688768,3.076246377,7.294350491
28300018,4,1,70,70,32,7.474269759,3.170964693,7.304690272
28300019,4,1,70,70,32,7.618377764,3.261013369,7.282266845
28300020,4,1,70,70,32,7.756122324,3.347085723,7.227298606
28300021,4,1,70,70,32,7.890145628,3.430832777,7.138887886
28300022,4,1,70,70,32,8.02025335,3.512133105,7.015646871
28300023,4,1,70,70,32,8.142743118,3.588673207,6.862985846
28300024,4,1,70,70,32,8.259363634,3.661545793,6.674663954
28300025,4,1,70,70,32,8.373509593,3.732872105,6.456523673
28300026,4,1,70,70,32,8.480710859,3.799858891,6.20811516
28300027,4,1,70,70,32,8.585762691,3.865502561,5.926042055
28300028,4,1,70,70,32,8.681010598,3.925020059,5.612900994
28300029,4,1,70,70,32,8.77470976,3.983569793,5.270827542
28300030,4,1,70,70,32,8.858185447,4.035731192,4.897580453
28300031,4,1,70,70,32,8.943859626,4.08926636,4.493329622
28300032,4,1,70,70,32,9.020431431,4.137113735,4.062914016
28300033,4,1,70,70,32,9.092408777,4.182090172,3.600303208
28300034,4,1,70,70,32,9.157374939,4.222685536,3.1082782
28300035,4,1,70,70,32,9.218738139,4.261029519,2.589805401
28300036,4,1,70,70,32,9.27639103,4.297055044,2.04162638
28300037,4,1,70,70,32,9.326297458,4.328240041,1.464305453
28300038,4,1,70,70,32,9.373842611,4.35794955,0.862097259
28300039,4,1,70,70,32,9.412580807,4.382155861,0.230453681
28400001,4,1,70,70,33,4.237907188,1.154498734,2.237315162
28400002,4,1,70,70,33,4.468668422,1.304356832,2.838786193
28400003,4,1,70,70,33,4.693615261,1.450439017,3.395903248
28400004,4,1,70,70,33,4.915598259,1.594596462,3.914837531
28400005,4,1,70,70,33,5.133377079,1.736023681,4.39838657
28400006,4,1,70,70,33,5.344338509,1.873023636,4.840245863
28400007,4,1,70,70,33,5.548959885,2.005906311,5.244939369
28400008,4,1,70,70,33,5.749867657,2.136377343,5.614536427
28400009,4,1,70,70,33,5.946667253,2.264180495,5.944347989
28400010,4,1,70,70,33,6.135382551,2.386733643,6.238077268
28400011,4,1,70,70,33,6.319664308,2.506407615,6.49660698
28400012,4,1,70,70,33,6.501245558,2.624327858,6.716875843
28400013,4,1,70,70,33,6.677512354,2.738796853,6.903669899
28400014,4,1,70,70,33,6.844834161,2.847456905,7.05405077
28400015,4,1,70,70,33,7.009197981,2.954196019,7.167586113
28400016,4,1,70,70,33,7.170943377,3.059234706,7.248405067
28400017,4,1,70,70,33,7.324170298,3.158741433,7.294100247
28400018,4,1,70,70,33,7.474431124,3.256321954,7.305552759
28400019,4,1,70,70,33,7.616809963,3.348783853,7.283347556
28400020,4,1,70,70,33,7.754991226,3.438519815,7.228196125
28400021,4,1,70,70,33,7.890166905,3.526303927,7.138705892
28400022,4,1,70,70,33,8.016926578,3.608622621,7.017757383
28400023,4,1,70,70,33,8.142039404,3.68987184,6.861795446
28400024,4,1,70,70,33,8.25975768,3.766318983,6.675438212
28400025,4,1,70,70,33,8.373033344,3.839881059,6.457098983
28400026,4,1,70,70,33,8.479655328,3.909122185,6.205406496
28400027,4,1,70,70,33,8.583375383,3.976478776,5.926530823
28400028,4,1,70,70,33,8.679046768,4.0386085,5.613789448
28400029,4,1,70,70,33,8.772928042,4.099575712,5.268956684
28400030,4,1,70,70,33,8.859285441,4.155656863,4.898214069
28400031,4,1,70,70,33,8.942970415,4.210002521,4.49396866
28400032,4,1,70,70,33,9.020835533,4.260568719,4.060539011
28400033,4,1,70,70,33,9.091040492,4.306160353,3.600048516
28400034,4,1,70,70,33,9.160013884,4.350952197,3.109740781
28400035,4,1,70,70,33,9.22092411,4.390507761,2.588321446
28400036,4,1,70,70,33,9.275925416,4.426226026,2.040552212
28400037,4,1,70,70,33,9.326722854,4.459214268,1.465957477
28400038,4,1,70,70,33,9.372573542,4.488990053,0.861598229
28400039,4,1,70,70,33,9.413031607,4.515263828,0.231799102
28500001,4,1,70,70,34,4.235180019,1.158630926,2.238244872
28500002,4,1,70,70,34,4.469592962,1.316744452,2.835945888
28500003,4,1,70,70,34,4.69602008,1.469471472,3.394396075
28500004,4,1,70,70,34,4.915794729,1.617711344,3.914610929
28500005,4,1,70,70,34,5.131731631,1.763362624,4.397620707
28500006,4,1,70,70,34,5.344418224,1.906821542,4.840765152
28500007,4,1,70,70,34,5.548850933,2.044713145,5.247054869
28500008,4,1,70,70,34,5.749569071,2.180099239,5.61536726
28500009,4,1,70,70,34,5.944855837,2.311821826,5.944411264
28500010,4,1,70,70,34,6.135343262,2.440307217,6.239122587
28500011,4,1,70,70,34,6.321644676,2.565969107,6.497662127
28500012,4,1,70,70,34,6.503165447,2.688406413,6.719116934
28500013,4,1,70,70,34,6.677222598,2.805809444,6.902135407
28500014,4,1,70,70,34,6.846935103,2.920281974,7.0529925
28500015,4,1,70,70,34,7.011364726,3.031191155,7.170007231
28500016,4,1,70,70,34,7.170942765,3.138827901,7.248900805
28500017,4,1,70,70,34,7.325689478,3.243205877,7.2945307
28500018,4,1,70,70,34,7.474413913,3.343521775,7.306915069
28500019,4,1,70,70,34,7.615714808,3.438830433,7.28456329
28500020,4,1,70,70,34,7.756821192,3.53400789,7.226884414
28500021,4,1,70,70,34,7.889198123,3.623297258,7.13886439
28500022,4,1,70,70,34,8.017666846,3.709950505,7.017634301
28500023,4,1,70,70,34,8.142533476,3.794174111,6.862604084
28500024,4,1,70,70,34,8.259488507,3.873061275,6.674865032
28500025,4,1,70,70,34,8.372739051,3.949449732,6.45685476
28500026,4,1,70,70,34,8.480631165,4.022223882,6.207577662
28500027,4,1,70,70,34,8.583213209,4.091416344,5.925811562
28500028,4,1,70,70,34,8.681164598,4.15748539,5.613849052
28500029,4,1,70,70,34,8.774105794,4.220175018,5.270366737
28500030,4,1,70,70,34,8.861381749,4.279043393,4.897458387
28500031,4,1,70,70,34,8.941643906,4.333180902,4.494055882
28500032,4,1,70,70,34,9.017917914,4.38462837,4.060509755
28500033,4,1,70,70,34,9.092330686,4.434820418,3.600695834
28500034,4,1,70,70,34,9.15650288,4.47810511,3.108590638
28500035,4,1,70,70,34,9.218774962,4.520108159,2.589422051
28500036,4,1,70,70,34,9.274647909,4.557794938,2.040507536
28500037,4,1,70,70,34,9.327339312,4.593335738,1.466718669
28500038,4,1,70,70,34,9.372584603,4.623854072,0.861921642
28500039,4,1,70,70,34,9.413399513,4.651384077,0.229588613
28600001,4,1,70,70,35,4.236286833,1.165449822,2.23952459
28600002,4,1,70,70,35,4.469466149,1.328723736,2.837970501
28600003,4,1,70,70,35,4.695472968,1.486975415,3.395253811
28600004,4,1,70,70,35,4.914396434,1.640267276,3.915702445
28600005,4,1,70,70,35,5.133735988,1.793850485,4.396185968
28600006,4,1,70,70,35,5.344392809,1.941353979,4.840778307
28600007,4,1,70,70,35,5.548429015,2.084221669,5.246049291
28600008,4,1,70,70,35,5.749270462,2.224852364,5.614425516
28600009,4,1,70,70,35,5.946864076,2.363208902,5.943577098
28600010,4,1,70,70,35,6.136047895,2.495676838,6.238092816
28600011,4,1,70,70,35,6.322731903,2.626394388,6.496702555
28600012,4,1,70,70,35,6.502190042,2.75205233,6.717964335
28600013,4,1,70,70,35,6.676049297,2.87378989,6.901635999
28600014,4,1,70,70,35,6.845179899,2.992216413,7.054165951
28600015,4,1,70,70,35,7.010995206,3.108321541,7.167630269
28600016,4,1,70,70,35,7.16883917,3.218845074,7.248514126
28600017,4,1,70,70,35,7.325733004,3.32870332,7.29594721
28600018,4,1,70,70,35,7.471774316,3.430962547,7.306594886
28600019,4,1,70,70,35,7.617885473,3.533270681,7.283658276
28600020,4,1,70,70,35,7.756020308,3.629993733,7.227932538
28600021,4,1,70,70,35,7.891511777,3.724865881,7.139297584
28600022,4,1,70,70,35,8.019773607,3.814675782,7.016803282
28600023,4,1,70,70,35,8.140964195,3.899534345,6.861963396
28600024,4,1,70,70,35,8.258925297,3.982131598,6.675413981
28600025,4,1,70,70,35,8.374344453,4.062948961,6.457784475
28600026,4,1,70,70,35,8.480914228,4.137569921,6.206200506
28600027,4,1,70,70,35,8.582509065,4.208707391,5.926649205
28600028,4,1,70,70,35,8.679667573,4.276738511,5.61209849
28600029,4,1,70,70,35,8.773896017,4.342717978,5.270942679
28600030,4,1,70,70,35,8.860737418,4.403524981,4.896441969
28600031,4,1,70,70,35,8.942996176,4.461123184,4.493625107
28600032,4,1,70,70,35,9.021045722,4.515774064,4.062998177
28600033,4,1,70,70,35,9.088949945,4.563321113,3.600099386
28600034,4,1,70,70,35,9.157903827,4.611603141,3.110027976
28600035,4,1,70,70,35,9.2195911,4.654797035,2.589779901
28600036,4,1,70,70,35,9.273249338,4.692368937,2.040349794
28600037,4,1,70,70,35,9.327038931,4.730032816,1.464213125
28600038,4,1,70,70,35,9.372614801,4.761945384,0.859725316
28600039,4,1,70,70,35,9.412639878,4.789971244,0.230871082
28700001,4,1,70,70,36,4.236478578,1.171811744,2.238314173
28700002,4,1,70,70,36,4.466004276,1.338571925,2.835176112
28700003,4,1,70,70,36,4.695018733,1.504960667,3.394443074
28700004,4,1,70,70,36,4.917134088,1.666336919,3.916091633
28700005,4,1,70,70,36,5.130793968,1.821569909,4.397307498
28700006,4,1,70,70,36,5.343232432,1.975915487,4.839961965
28700007,4,1,70,70,36,5.548913937,2.125351848,5.247195832
28700008,4,1,70,70,36,5.750273467,2.271648109,5.61408179
28700009,4,1,70,70,36,5.945770383,2.413684933,5.945474403
28700010,4,1,70,70,36,6.137196485,2.552764137,6.239148649
28700011,4,1,70,70,36,6.321257472,2.686492272,6.496110342
28700012,4,1,70,70,36,6.502015415,2.817820604,6.717365774
28700013,4,1,70,70,36,6.675380646,2.943777818,6.901848936
28700014,4,1,70,70,36,6.848655635,3.069669466,7.054053509
28700015,4,1,70,70,36,7.010830073,3.187496092,7.166642839
28700016,4,1,70,70,36,7.171091335,3.303932715,7.248535336
28700017,4,1,70,70,36,7.323059872,3.41434432,7.296163719
28700018,4,1,70,70,36,7.474263796,3.524200401,7.3059099
28700019,4,1,70,70,36,7.617307322,3.628127606,7.283601989
28700020,4,1,70,70,36,7.754299129,3.72765798,7.225180268
28700021,4,1,70,70,36,7.890171301,3.826374892,7.138559485
28700022,4,1,70,70,36,8.015052742,3.917106569,7.016462487
28700023,4,1,70,70,36,8.141132635,4.008708973,6.861689811
28700024,4,1,70,70,36,8.261506361,4.096165605,6.6756503
28700025,4,1,70,70,36,8.372655,4.176919818,6.456493106
28700026,4,1,70,70,36,8.47950223,4.254548875,6.209613676
28700027,4,1,70,70,36,8.583604577,4.330183657,5.925552652
28700028,4,1,70,70,36,8.681250096,4.401127279,5.613659858
28700029,4,1,70,70,36,8.774271141,4.468711024,5.270896059
28700030,4,1,70,70,36,8.86064227,4.531463323,4.896532372
28700031,4,1,70,70,36,8.943040293,4.591328991,4.495283533
28700032,4,1,70,70,36,9.019188767,4.646654095,4.060516732
28700033,4,1,70,70,36,9.091904932,4.699485481,3.600232245
28700034,4,1,70,70,36,9.15680857,4.746640735,3.108970827
28700035,4,1,70,70,36,9.218888305,4.791744303,2.588211277
28700036,4,1,70,70,36,9.275753796,4.8330595,2.042672404
28700037,4,1,70,70,36,9.325791766,4.869414213,1.465479814
28700038,4,1,70,70,36,9.372246409,4.903165487,0.86266949
28700039,4,1,70,70,36,9.413212586,4.932929157,0.229713506
28800001,4,1,70,70,37,4.237445874,1.1789283,2.238917704
28800002,4,1,70,70,37,4.468623114,1.353132846,2.836694422
28800003,4,1,70,70,37,4.693984785,1.522955045,3.395075639
28800004,4,1,70,70,37,4.914502316,1.689126924,3.91483961
28800005,4,1,70,70,37,5.131858864,1.852916831,4.397464234
28800006,4,1,70,70,37,5.343853973,2.012666604,4.840801721
28800007,4,1,70,70,37,5.548354678,2.166768938,5.244968939
28800008,4,1,70,70,37,5.750112478,2.318804346,5.613415844
28800009,4,1,70,70,37,5.944956051,2.46562951,5.944147798
28800010,4,1,70,70,37,6.135626841,2.609310255,6.239713146
28800011,4,1,70,70,37,6.321132468,2.749098772,6.495156398
28800012,4,1,70,70,37,6.50110561,2.884718262,6.717776088
28800013,4,1,70,70,37,6.675014606,3.01576809,6.903673129
28800014,4,1,70,70,37,6.849625776,3.147347045,7.053790355
28800015,4,1,70,70,37,7.009728013,3.267992734,7.167219407
28800016,4,1,70,70,37,7.171456098,3.389863587,7.247691904
28800017,4,1,70,70,37,7.323577248,3.504495096,7.295000193
28800018,4,1,70,70,37,7.471169598,3.615713909,7.305035389
28800019,4,1,70,70,37,7.61745728,3.725949585,7.283023015
28800020,4,1,70,70,37,7.757208794,3.831259904,7.228278125
28800021,4,1,70,70,37,7.888676408,3.930327856,7.140292017
28800022,4,1,70,70,37,8.02002569,4.02930664,7.015949685
28800023,4,1,70,70,37,8.141811771,4.121079035,6.861845968
28800024,4,1,70,70,37,8.260320918,4.210382082,6.676422185
28800025,4,1,70,70,37,8.372564419,4.294963628,6.457772901
28800026,4,1,70,70,37,8.481915998,4.377365952,6.207326082
28800027,4,1,70,70,37,8.583742337,4.454097603,5.926632831
28800028,4,1,70,70,37,8.679966063,4.526607381,5.61473577
28800029,4,1,70,70,37,8.774503295,4.597846296,5.270630422
28800030,4,1,70,70,37,8.85992426,4.662215609,4.897727141
28800031,4,1,70,70,37,8.943467851,4.725170221,4.495052801
28800032,4,1,70,70,37,9.021035539,4.783621666,4.062651451
28800033,4,1,70,70,37,9.091351737,4.836608722,3.598761567
28800034,4,1,70,70,37,9.158419456,4.887147874,3.109057274
28800035,4,1,70,70,37,9.218773602,4.932627984,2.591148941
