SHOT_ID,X,Y,Z
3,5.492611181,1.052123131,3.696962074
3,5.556410937,1.054351068,3.736352073
3,5.622672867,1.056664985,3.778175452
3,5.687439435,1.058926684,3.81646787
3,5.749787155,1.061103914,3.855674833
3,5.811733497,1.063267128,3.894567027
3,5.875089425,1.065479566,3.930863837
3,5.938362437,1.067689108,3.967984808
3,5.998185482,1.069778175,4.001875471
3,6.061211076,1.071979077,4.039013535
3,6.121694128,1.074091192,4.074086774
3,6.18154293,1.076181158,4.106674282
3,6.239422328,1.078202351,4.138237477
3,6.299450093,1.080298567,4.167375997
3,6.355414793,1.082252897,4.200344125
3,6.415060442,1.084335769,4.230236307
3,6.472008271,1.086324431,4.257940314
3,6.529660581,1.088337694,4.286203102
3,6.58540485,1.090284327,4.314640353
3,6.64163666,1.092247985,4.342223397
3,6.69709388,1.094184594,4.367364376
3,6.751541527,1.096085947,4.392371477
3,6.805248145,1.097961424,4.417793095
3,6.858492077,1.099820743,4.441337107
3,6.911646439,1.101676934,4.462219345
3,6.962150035,1.103440559,4.48434449
3,7.017814729,1.105384413,4.506003914
3,7.068582279,1.107157254,4.5245486
3,7.12150336,1.109005299,4.543736223
3,7.171236651,1.110742024,4.561066766
3,7.220914422,1.11247681,4.58069001
3,7.269189388,1.114162609,4.596259322
3,7.318950878,1.115900319,4.610892681
3,7.366353568,1.117555657,4.625003875
3,7.41503521,1.119255657,4.63750944
3,7.462532931,1.120914314,4.651370428
3,7.507469464,1.122483533,4.662290883
3,7.554648831,1.124131072,4.671042859
3,7.598444241,1.125660442,4.680151661
3,7.644754732,1.12727764,4.686646789
3,7.688663159,1.128810956,4.695015564
3,7.733530962,1.130377774,4.701063796
3,7.777308877,1.131906533,4.704765759
3,7.820189506,1.133403957,4.706213743
3,7.862347623,1.134876151,4.707977591
3,7.905550201,1.136384818,4.707844394
3,7.947912183,1.137864131,4.706622399
3,7.988527781,1.139282459,4.705082142
3,8.026946421,1.140624068,4.70125137
3,8.067804787,1.142050873,4.695615525
3,8.107556489,1.143439033,4.688281453
3,8.145156824,1.144752066,4.67845689
3,8.184227816,1.146116455,4.669874352
3,8.221762875,1.147427208,4.657604226
3,8.259548079,1.148746697,4.64298416
3,8.296704559,1.150044229,4.627832029
3,8.332164423,1.151282515,4.611001724
3,8.367964726,1.152532689,4.591746565
3,8.40279821,1.153749101,4.571442423
3,8.440434107,1.155063376,4.551151386
3,8.470035586,1.156097082,4.526517036
3,8.504996926,1.157317959,4.496653908
3,8.539892283,1.158536532,4.469332566
3,8.572415961,1.159672284,4.438106133
3,8.603377652,1.16075349,4.405758962
3,8.634782092,1.161850157,4.371880091
3,8.665649664,1.162928076,4.332510586
3,8.696787202,1.164015423,4.293021014
3,8.724994332,1.165000438,4.25235789
3,8.755789798,1.166075839,4.207732242
3,8.783550235,1.167045255,4.159948608
3,8.812981506,1.168073018,4.110998393
3,8.840486521,1.169033514,4.060604498
3,8.865907231,1.169921225,4.005263964
3,8.89220714,1.170839638,3.947175217
3,8.921499641,1.171862555,3.88808768
3,8.943902076,1.172644865,3.824343258
3,8.971768829,1.173617993,3.755207948
3,8.995543524,1.174448224,3.685664206
3,9.021113729,1.175341155,3.617193334
3,9.04164167,1.176058007,3.542394028
3,9.066472677,1.176925125,3.461266396
3,9.088459528,1.177692922,3.382096511
3,9.10929121,1.178420381,3.295771016
3,9.130368305,1.179156409,3.207501933
3,9.154451993,1.17999743,3.115207863
3,9.173293609,1.180655394,3.018430658
3,9.192055223,1.181310564,2.920452223
3,9.21142587,1.181987002,2.817544347
3,9.230203433,1.182642728,2.708655589
3,9.249877716,1.18332977,2.599580321
3,9.268576822,1.183982757,2.486627468
3,9.285246565,1.184564877,2.365528988
3,9.301041952,1.185116464,2.241987133
3,9.316816164,1.185667312,2.114525411
3,9.331353419,1.186174964,1.985373143
3,9.348308078,1.186767034,1.849761102
3,9.361528276,1.187228693,1.707125959
3,9.377863997,1.187799149,1.563725467
3,9.388762528,1.188179734,1.416661487
3,9.401232389,1.188615191,1.25982708
3,9.414878472,1.189091723,1.100920397
3,9.425308327,1.189455941,0.939566953
3,9.434815175,1.189787928,0.768114182
3,9.44724048,1.190221829,0.595081188
3,9.458718295,1.190622643,0.416017343
3,9.468517193,1.190964828,0.23000592
4,4.075248791,1.003943622,2.665147135
4,4.153094476,1.008023341,2.727352095
4,4.227728816,1.011934762,2.787686254
4,4.301534677,1.015802763,2.846402382
4,4.376178834,1.019714697,2.905476249
4,4.449693778,1.023567452,2.961310646
4,4.523822954,1.027452398,3.019747766
4,4.596092322,1.031239875,3.072558693
4,4.667310708,1.034972272,3.128239109
4,4.739905685,1.038776814,3.179512637
4,4.810736568,1.042488903,3.231222955
4,4.881281314,1.046185997,3.281776472
4,4.951822703,1.049882914,3.332595049
4,5.021255858,1.053521752,3.38240811
4,5.089564034,1.057101631,3.428827826
4,5.158441273,1.060711335,3.476235958
4,5.225786696,1.064240759,3.522012464
4,5.293247119,1.06777621,3.567168479
4,5.360545778,1.071303183,3.610267736
4,5.425163873,1.074689674,3.652893286
4,5.491879344,1.078186083,3.694167796
4,5.55657748,1.081576769,3.736499448
4,5.62351901,1.085085026,3.779093603
4,5.686816966,1.088402331,3.818370991
4,5.747907859,1.091603969,3.856697859
4,5.813887019,1.095061791,3.894382803
4,5.875435356,1.098287402,3.93098113
4,5.937625589,1.101546654,3.968623028
4,5.998814151,1.104753411,4.004570793
4,6.059563477,1.107937148,4.038687991
4,6.120775428,1.111145131,4.071225144
4,6.180552637,1.114277921,4.105563873
4,6.240311488,1.11740975,4.137073448
4,6.298897914,1.120480134,4.169429887
4,6.357357633,1.123543879,4.200219734
4,6.414702141,1.126549177,4.229786263
4,6.471627483,1.129532508,4.261420396
4,6.527948772,1.132484181,4.287791153
4,6.585165174,1.135482766,4.314987849
4,6.64194226,1.138458327,4.342643177
4,6.696334782,1.141308918,4.368711399
4,6.751520064,1.144201056,4.393351593
4,6.805212974,1.147014982,4.416936777
4,6.859133363,1.14984083,4.44113325
4,6.914440342,1.152739346,4.464387923
4,6.965692931,1.155425381,4.48339118
4,7.017225537,1.15812609,4.505613604
4,7.070445665,1.160915239,4.526049719
4,7.11924567,1.163472739,4.543628327
4,7.170291826,1.166147954,4.562721155
4,7.220296861,1.168768607,4.579570731
4,7.269109807,1.171326785,4.596275084
4,7.31768469,1.173872487,4.612985745
4,7.366374549,1.176424214,4.623367748
4,7.416145734,1.179032612,4.639646718
4,7.462196253,1.181446017,4.649424949
4,7.50912696,1.183905551,4.662474006
4,7.555649675,1.186343703,4.6712898
4,7.599635012,1.188648877,4.680280047
4,7.645443936,1.191049621,4.688705289
4,7.690197964,1.19339508,4.694394199
4,7.734663688,1.19572543,4.698427614
4,7.778456332,1.198020505,4.703350727
4,7.822365004,1.200321661,4.706003582
4,7.861444176,1.202369714,4.708577035
4,7.904749734,1.204639262,4.707676462
4,7.946016521,1.206801963,4.707353493
4,7.989717136,1.209092215,4.702238535
4,8.028382775,1.211118595,4.701492314
4,8.070492234,1.213325459,4.69434694
4,8.107200321,1.215249248,4.686306288
4,8.144200977,1.21718837,4.679315625
4,8.186325884,1.219396043,4.667091591
4,8.221446129,1.221236617,4.657439878
4,8.257322455,1.223116816,4.643695082
4,8.296827587,1.225187192,4.628210975
4,8.332100667,1.227035776,4.60952308
4,8.368147416,1.228924906,4.591659106
4,8.404317025,1.230820475,4.572361881
4,8.438826384,1.232629033,4.548420452
4,8.470242537,1.234275484,4.525210781
4,8.50577556,1.236137691,4.498100659
4,8.539643837,1.237912652,4.469989683
4,8.569027784,1.2394526,4.44029876
4,8.603761932,1.241272939,4.405175964
4,8.634704794,1.242894586,4.369541589
4,8.665440585,1.24450538,4.333119424
4,8.697557254,1.246188544,4.293010985
4,8.727392798,1.247752158,4.251947038
4,8.752403976,1.249062939,4.2070674
4,8.784450205,1.25074241,4.159878591
4,8.811626896,1.25216668,4.113057623
4,8.839323088,1.253618176,4.058447588
4,8.867571483,1.255098612,4.004568028
4,8.893598877,1.25646265,3.947137978
4,8.920950057,1.257896064,3.885685081
4,8.945727058,1.259194572,3.823091675
4,8.968396828,1.260382644,3.756446236
4,8.995436369,1.261799727,3.688947189
4,9.018489163,1.263007872,3.616095976
4,9.042765933,1.264280164,3.54071267
4,9.066162304,1.265506316,3.462753361
4,9.089247234,1.266716146,3.381605344
4,9.109942746,1.267800752,3.294532503
4,9.131942188,1.268953693,3.205894968
4,9.152285126,1.270019822,3.115781788
4,9.173004941,1.271105701,3.017421013
4,9.193086493,1.272158131,2.921310284
4,9.210407438,1.273065883,2.817355291
4,9.228492716,1.274013692,2.709240852
4,9.249044218,1.275090751,2.600013179
4,9.266642657,1.276013046,2.484516066
4,9.284400061,1.276943672,2.366365447
4,9.300905523,1.277808687,2.243006929
4,9.317039596,1.278654238,2.115670377
4,9.330573205,1.279363504,1.984434108
4,9.346549798,1.280200802,1.849508288
4,9.362086102,1.281015025,1.708264803
4,9.377612579,1.281828733,1.563924209
4,9.389027648,1.282426972,1.417645845
4,9.400567154,1.283031731,1.259247079
4,9.413719518,1.283721018,1.100935962
4,9.425613617,1.284344361,0.937623419
4,9.436261551,1.284902396,0.771928201
4,9.448837798,1.285561489,0.594376335
4,9.458926479,1.286090214,0.416488334
4,9.468181747,1.286575262,0.229460555
5,4.07807944,1.005459846,2.663146738
5,4.15264734,1.010674142,2.724103257
5,4.227381376,1.015900055,2.786099331
5,4.300077271,1.020983447,2.845931041
5,4.377162859,1.026373796,2.904625982
5,4.449349019,1.031421544,2.962837639
5,4.525162142,1.036722914,3.018988891
5,4.595772224,1.041660452,3.07497422
5,4.667589543,1.046682408,3.129499444
5,4.737806217,1.051592437,3.181144114
5,4.811787072,1.056765682,3.231443128
5,4.881334644,1.061628922,3.282060455
5,4.95183075,1.06655849,3.33398417
5,5.02110779,1.071402812,3.380857497
5,5.08842369,1.076109999,3.429100754
5,5.158217407,1.080990451,3.478209883
5,5.227708124,1.085849715,3.522392655
5,5.2924096,1.090374083,3.56613116
5,5.35875953,1.095013722,3.609881566
5,5.429455856,1.099957291,3.654538211
5,5.493155324,1.104411592,3.697843756
5,5.558067875,1.108950719,3.735981288
5,5.621840856,1.113410161,3.77686301
5,5.686012562,1.117897483,3.816005196
5,5.750307905,1.122393452,3.858540737
5,5.811732017,1.126688644,3.894056666
5,5.875572152,1.131152781,3.931443208
5,5.937662791,1.135494582,3.968661174
5,5.998944156,1.139779792,4.001683122
5,6.060335454,1.14407269,4.038820322
5,6.121687552,1.148362846,4.070975729
5,6.181254544,1.152528176,4.106047001
5,6.240731609,1.156687218,4.137086589
5,6.299834522,1.160820096,4.168296454
5,6.357626437,1.1648613,4.200413225
5,6.415836283,1.168931729,4.229698788
5,6.473003895,1.172929278,4.258806741
5,6.531194526,1.176998364,4.286306955
5,6.586355944,1.180855626,4.314735717
5,6.641637538,1.184721291,4.341280037
5,6.696416498,1.188551809,4.366084972
5,6.750917582,1.192362896,4.392891513
5,6.805591133,1.196186044,4.416876387
5,6.859045701,1.199923951,4.439360191
5,6.913582442,1.203737531,4.462307703
5,6.96616939,1.207414769,4.486093256
5,7.018491067,1.211073457,4.505341993
5,7.068363017,1.214560844,4.523431425
5,7.118512765,1.218067656,4.544503059
5,7.169762452,1.221651383,4.563488095
5,7.218925757,1.225089216,4.578664742
5,7.26761752,1.228494076,4.595946097
5,7.318986175,1.232086122,4.610778725
5,7.365158524,1.235314807,4.624884041
5,7.41522522,1.238815812,4.640179504
5,7.460639724,1.241991503,4.651689336
5,7.507408955,1.245261926,4.663352237
5,7.55433896,1.248543592,4.670483805
5,7.600558133,1.251775551,4.679374317
5,7.644647202,1.25485856,4.687550618
5,7.691898836,1.258162716,4.694043706
5,7.733670998,1.26108371,4.698780046
5,7.778132728,1.264192777,4.704793146
5,7.820572901,1.267160483,4.706823903
5,7.864557659,1.270236197,4.709658532
5,7.904168032,1.273006024,4.707333989
5,7.948315439,1.276093111,4.70774483
5,7.989309188,1.278959673,4.704731381
5,8.028635186,1.281709615,4.701826923
5,8.069204263,1.284546481,4.694510069
5,8.108524233,1.287296001,4.687796443
5,8.146462977,1.289948937,4.679018013
5,8.184621609,1.292617248,4.667369891
5,8.221820487,1.295218447,4.65583669
5,8.260213056,1.297903117,4.64457058
5,8.298379794,1.300571995,4.62774311
5,8.333401012,1.303020918,4.611737979
5,8.369650228,1.30555571,4.592077519
5,8.403195912,1.307901452,4.570544331
5,8.437968035,1.310332956,4.549069074
5,8.474171501,1.312864549,4.523791505
5,8.504987024,1.31501938,4.497221434
5,8.537876449,1.317319233,4.469263194
5,8.570977377,1.319633875,4.438326111
5,8.602698737,1.321852049,4.406453207
5,8.634894093,1.324103368,4.371708121
5,8.666144571,1.326288614,4.334429522
5,8.697144864,1.328456366,4.295020404
5,8.724293182,1.330354761,4.252040748
5,8.754774558,1.332486226,4.207202137
5,8.786530276,1.334706802,4.160004146
5,8.81324609,1.336574954,4.112204511
5,8.839810502,1.338432519,4.059612193
5,8.863545389,1.340092224,4.004316079
5,8.892588121,1.342123089,3.94729648
5,8.920508324,1.34407546,3.887030754
5,8.943850354,1.345707694,3.821782124
5,8.969302842,1.347487505,3.756989594
5,8.99427585,1.349233788,3.686461162
5,9.021918552,1.351166754,3.615561309
5,9.042099967,1.352577976,3.541150147
5,9.064813952,1.354166293,3.461638273
5,9.088744224,1.35583966,3.380787146
5,9.108485195,1.357220084,3.293551486
5,9.131737698,1.358846057,3.21060226
5,9.152555306,1.360301766,3.115981873
5,9.174610998,1.36184405,3.019336642
5,9.192859733,1.363120126,2.920590912
5,9.212449965,1.364490008,2.817302746
5,9.231196503,1.365800894,2.711440973
5,9.249074133,1.36705102,2.600299088
5,9.266003163,1.368234813,2.485579552
5,9.283470131,1.369456222,2.365550957
5,9.300757674,1.370665085,2.243287712
5,9.317750145,1.371853314,2.114717263
5,9.331489281,1.372814048,1.983715583
5,9.349073445,1.374043653,1.85033197
5,9.36153696,1.374915187,1.710774978
5,9.376704449,1.375975801,1.563399391
5,9.390333247,1.376928819,1.416432145
5,9.400412264,1.377633613,1.261598964
5,9.414121624,1.378592265,1.102065296
5,9.425202081,1.379367086,0.937895648
5,9.437462618,1.380224426,0.768933281
5,9.44821064,1.380976001,0.593716807
5,9.458983742,1.381729329,0.415980528
5,9.467967898,1.382357563,0.230443009
6,4.076185599,1.006665376,2.665397605
6,4.151698009,1.013271856,2.726742273
6,4.227992388,1.019946749,2.787922903
6,4.303316394,1.026536746,2.846340922
6,4.376900533,1.032974524,2.904108444
6,4.450071797,1.03937618,2.96224803
6,4.523954586,1.045840087,3.018571686
6,4.597039679,1.052234204,3.074077449
6,4.668667492,1.058500825,3.129660658
6,4.739732929,1.064718245,3.181688059
6,4.811315093,1.070980873,3.231670976
6,4.882311187,1.077192227,3.284117095
6,4.952419751,1.083325931,3.333185208
6,5.021349825,1.089356531,3.383632382
6,5.089084309,1.095282531,3.428122738
6,5.158416231,1.101348288,3.476076523
6,5.228159311,1.107450017,3.521578932
6,5.293296416,1.113148775,3.56774985
6,5.358930294,1.118890995,3.609085046
6,5.427061684,1.124851719,3.652926384
6,5.492751064,1.130598796,3.694351556
6,5.557859739,1.136295067,3.738213251
6,5.623485771,1.1420366,3.776266818
6,5.686926237,1.147586922,3.818256782
6,5.749818449,1.153089278,3.855816741
6,5.812803333,1.158599741,3.895645933
6,5.873356802,1.163897483,3.933088525
6,5.937504174,1.169509651,3.967936935
6,5.998682233,1.174862037,4.003393562
6,6.059465115,1.180179851,4.037488302
6,6.121481903,1.185605616,4.070865529
6,6.180620101,1.190779538,4.105249384
6,6.240582482,1.196025567,4.136514868
6,6.299423681,1.201173505,4.16908956
6,6.357549543,1.206258859,4.200104311
6,6.415090517,1.211293042,4.228242406
6,6.474125485,1.216457932,4.260331005
6,6.531078478,1.221440673,4.287506604
6,6.584992753,1.226157561,4.313607717
6,6.640291075,1.230995537,4.341086233
6,6.697270874,1.235980624,4.368126504
6,6.751272896,1.240705189,4.391943111
6,6.803696021,1.245291618,4.41651156
6,6.859980064,1.250215833,4.440771013
6,6.912501714,1.254810882,4.463730258
6,6.964979727,1.259402114,4.484287138
6,7.017433057,1.263991185,4.504621744
6,7.06736135,1.268359345,4.525083074
6,7.12014152,1.272977012,4.54376806
6,7.1712059,1.277444566,4.563486519
6,7.218218285,1.281557617,4.581447797
6,7.269342284,1.286030387,4.596425874
6,7.317262239,1.29022284,4.612416637
6,7.367969718,1.294659169,4.624614663
6,7.415621196,1.298828134,4.636185748
6,7.459799259,1.302693213,4.650936449
6,7.507166778,1.306837334,4.66143016
6,7.555111251,1.311031932,4.672229645
6,7.601339782,1.315076404,4.679259426
6,7.645420335,1.318932953,4.687407612
6,7.690374785,1.322865958,4.695549488
6,7.734205775,1.326700673,4.69816856
6,7.777715769,1.330507304,4.70257096
6,7.819326686,1.334147787,4.704731711
6,7.863909619,1.338048289,4.706885943
6,7.904555686,1.341604359,4.708817186
6,7.946173602,1.345245454,4.705459841
6,7.986294598,1.348755587,4.703353212
6,8.028806463,1.352474893,4.700514891
6,8.067582379,1.355867346,4.694343976
6,8.108120751,1.359413994,4.686794779
6,8.146548021,1.362775945,4.678855603
6,8.18476518,1.366119513,4.668679929
6,8.222547209,1.369425012,4.658236024
6,8.261024372,1.372791328,4.644070725
